symbol,name,best_band,top1000_years,n_snap_top1000,band_1001_1800_years,n_snap_1001_1800,delisted,in_project
000058.SZ,深赛格,1001_1800,,0,2014-2026,140,,N
002516.SZ,旷达科技,1001_1800,,0,2014-2026,140,,N
601069.SH,西部黄金,1001_1800,,0,2015-2026,135,,N
002726.SZ,ST龙大,1001_1800,,0,2014-2025,129,,N
603609.SH,禾丰股份,1001_1800,,0,2015-2025,126,,N
603636.SH,南威软件,1001_1800,,0,2015-2025,126,,N
603299.SH,苏盐井神,1001_1800,,0,2016-2026,123,,N
000885.SZ,城发环境,1001_1800,,0,2014-2026,119,,N
300263.SZ,隆华科技,1001_1800,,0,2014-2024,119,,N
601015.SH,陕西黑猫,1001_1800,,0,2015-2025,114,,N
603989.SH,艾华集团,1001_1800,,0,2015-2025,114,,N
002677.SZ,浙江美大,1001_1800,,0,2014-2024,113,,N
300366.SZ,ST创意,1001_1800,,0,2014-2025,113,,N
603919.SH,金徽酒,1001_1800,,0,2017-2026,111,,N
002060.SZ,广东建工,1001_1800,,0,2014-2026,110,,N
300109.SZ,新开源,1001_1800,,0,2016-2025,108,,N
000011.SZ,深物业A,1001_1800,,0,2014-2023,107,,N
300191.SZ,潜能恒信,1001_1800,,0,2014-2023,107,,N
601700.SH,风范股份,1001_1800,,0,2014-2023,107,,N
300276.SZ,三丰智能,1001_1800,,0,2015-2026,105,,N
002158.SZ,汉钟精机,1001_1800,,0,2014-2026,104,,N
300378.SZ,鼎捷数智,1001_1800,,0,2014-2026,104,,N
600217.SH,中再资环,1001_1800,,0,2014-2026,104,,N
300177.SZ,中海达,1001_1800,,0,2014-2023,101,,N
300219.SZ,鸿利智汇,1001_1800,,0,2014-2023,101,,N
300328.SZ,宜安科技,1001_1800,,0,2014-2023,101,,N
000791.SZ,甘肃能源,1001_1800,,0,2018-2026,99,,N
002911.SZ,佛燃能源,1001_1800,,0,2018-2026,99,,N
601949.SH,中国出版,1001_1800,,0,2018-2026,99,,N
603103.SH,横店影视,1001_1800,,0,2018-2026,99,,N
603533.SH,掌阅科技,1001_1800,,0,2018-2026,99,,N
603730.SH,岱美股份,1001_1800,,0,2017-2026,99,,N
300527.SZ,ST应急,1001_1800,,0,2017-2025,98,,N
002782.SZ,可立克,1001_1800,,0,2016-2024,96,,N
600876.SH,凯盛新能,1001_1800,,0,2016-2024,96,,N
300307.SZ,慈星股份,1001_1800,,0,2014-2022,95,,N
300311.SZ,任子行,1001_1800,,0,2014-2022,95,,N
600800.SH,渤海化学,1001_1800,,0,2014-2022,95,,N
002929.SZ,润建股份,1001_1800,,0,2018-2026,93,,N
300386.SZ,飞天诚信,1001_1800,,0,2014-2022,93,,N
300634.SZ,彩讯股份,1001_1800,,0,2018-2026,93,,N
600929.SH,雪天盐业,1001_1800,,0,2018-2026,93,,N
601619.SH,嘉泽新能,1001_1800,,0,2018-2026,93,,N
603013.SH,亚普股份,1001_1800,,0,2018-2026,93,,N
603508.SH,思维列控,1001_1800,,0,2016-2026,93,,N
603693.SH,江苏新能,1001_1800,,0,2018-2026,93,,N
603733.SH,仙鹤股份,1001_1800,,0,2018-2026,93,,N
300080.SZ,易成新能,1001_1800,,0,2014-2026,92,,N
002746.SZ,仙坛股份,1001_1800,,0,2017-2024,90,,N
300439.SZ,美康生物,1001_1800,,0,2015-2023,90,,N
300349.SZ,金卡智能,1001_1800,,0,2014-2022,89,,N
000567.SZ,海德股份,1001_1800,,0,2019-2026,87,,N
002913.SZ,奥士康,1001_1800,,0,2019-2026,87,,N
603337.SH,杰克科技,1001_1800,,0,2017-2026,87,,N
000019.SZ,深粮控股,1001_1800,,0,2019-2026,84,,N
000557.SZ,西部创业,1001_1800,,0,2019-2026,84,,N
300485.SZ,赛升药业,1001_1800,,0,2015-2023,84,,N
300755.SZ,华致酒行,1001_1800,,0,2019-2026,84,,N
603466.SH,风语筑,1001_1800,,0,2018-2025,84,,N
603801.SH,志邦家居,1001_1800,,0,2018-2025,84,,N
603959.SH,ST百利,1001_1800,,0,2016-2023,84,,N
000544.SZ,中原环保,1001_1800,,0,2014-2025,83,,N
002166.SZ,莱茵生物,1001_1800,,0,2014-2021,83,,N
002519.SZ,银河电子,1001_1800,,0,2014-2021,83,,N
002695.SZ,煌上煌,1001_1800,,0,2014-2023,83,,N
300198.SZ,*ST纳川,1001_1800,,0,2014-2021,83,,N
300206.SZ,理邦仪器,1001_1800,,0,2014-2024,83,,N
300209.SZ,行云科技,1001_1800,,0,2014-2021,83,,N
600318.SH,新力金融,1001_1800,,0,2014-2021,83,,N
000889.SZ,中嘉博创,1001_1800,,0,2014-2021,81,,N
002243.SZ,力合科创,1001_1800,,0,2019-2026,81,,N
300428.SZ,立中集团,1001_1800,,0,2019-2026,81,,N
300768.SZ,迪普科技,1001_1800,,0,2019-2026,81,,N
601882.SH,海天精工,1001_1800,,0,2017-2026,81,,N
603915.SH,国茂股份,1001_1800,,0,2019-2026,81,,N
601038.SH,一拖股份,1001_1800,,0,2014-2026,80,,N
601595.SH,上海电影,1001_1800,,0,2017-2026,80,,N
002034.SZ,旺能环境,1001_1800,,0,2019-2025,78,,N
002246.SZ,北化股份,1001_1800,,0,2014-2026,78,,N
002741.SZ,光华科技,1001_1800,,0,2016-2024,78,,N
300248.SZ,新开普,1001_1800,,0,2015-2021,78,,N
300429.SZ,强力新材,1001_1800,,0,2016-2022,78,,N
603566.SH,普莱柯,1001_1800,,0,2015-2025,78,,N
603595.SH,ST东尼,1001_1800,,0,2018-2024,78,,N
002016.SZ,世荣兆业,1001_1800,,0,2014-2021,77,,N
002712.SZ,思美传媒,1001_1800,,0,2014-2021,77,,N
300021.SZ,大禹节水,1001_1800,,0,2014-2021,77,,N
300066.SZ,三川智慧,1001_1800,,0,2014-2022,77,,N
300204.SZ,舒泰神,1001_1800,,0,2014-2023,77,,N
300213.SZ,佳讯飞鸿,1001_1800,,0,2014-2021,77,,N
600313.SH,农发种业,1001_1800,,0,2014-2025,77,,N
601789.SH,宁波建工,1001_1800,,0,2014-2021,77,,N
002840.SZ,华统股份,1001_1800,,0,2018-2026,75,,N
300455.SZ,航天智装,1001_1800,,0,2020-2026,75,,N
300579.SZ,数字认证,1001_1800,,0,2020-2026,75,,N
603093.SH,南华期货,1001_1800,,0,2020-2026,75,,N
603530.SH,神马电力,1001_1800,,0,2020-2026,75,,N
002792.SZ,通宇通讯,1001_1800,,0,2016-2022,72,,N
002918.SZ,蒙娜丽莎,1001_1800,,0,2018-2024,72,,N
300388.SZ,节能国祯,1001_1800,,0,2016-2022,72,,N
300596.SZ,利安隆,1001_1800,,0,2019-2025,72,,N
603105.SH,芯能科技,1001_1800,,0,2018-2024,72,,N
603313.SH,梦百合,1001_1800,,0,2017-2023,72,,N
603666.SH,亿嘉和,1001_1800,,0,2018-2024,72,,N
603896.SH,寿仙谷,1001_1800,,0,2018-2024,72,,N
000639.SZ,ST西王,1001_1800,,0,2014-2022,71,,N
002235.SZ,安妮股份,1001_1800,,0,2014-2020,71,,N
002346.SZ,柘中股份,1001_1800,,0,2014-2020,71,,N
300262.SZ,*ST巴安(退),1001_1800,,0,2014-2020,71,20240819,N
600283.SH,钱江水利,1001_1800,,0,2014-2020,71,,N
603936.SH,博敏电子,1001_1800,,0,2016-2024,70,,N
002101.SZ,广东鸿图,1001_1800,,0,2018-2026,69,,N
002978.SZ,安宁股份,1001_1800,,0,2020-2026,69,,N
002987.SZ,京北方,1001_1800,,0,2020-2026,69,,N
300855.SZ,图南股份,1001_1800,,0,2020-2026,69,,N
603055.SH,台华新材,1001_1800,,0,2018-2026,69,,N
000796.SZ,凯撒旅业,1001_1800,,0,2016-2022,66,,N
002538.SZ,ST司特,1001_1800,,0,2015-2020,66,,N
002724.SZ,海洋王,1001_1800,,0,2015-2024,66,,N
002759.SZ,ST天际,1001_1800,,0,2017-2023,66,,N
002959.SZ,小熊电器,1001_1800,,0,2020-2025,66,,N
300091.SZ,*ST金灵,1001_1800,,0,2018-2023,66,,N
300441.SZ,鲍斯股份,1001_1800,,0,2017-2022,66,,N
300520.SZ,科大国创,1001_1800,,0,2016-2022,66,,N
300531.SZ,优博讯,1001_1800,,0,2017-2022,66,,N
300856.SZ,科思股份,1001_1800,,0,2020-2026,66,,N
601330.SH,绿色动力,1001_1800,,0,2018-2024,66,,N
603363.SH,傲农生物,1001_1800,,0,2018-2024,66,,N
603387.SH,基蛋生物,1001_1800,,0,2018-2023,66,,N
603808.SH,歌力思,1001_1800,,0,2015-2022,66,,N
002582.SZ,好想你,1001_1800,,0,2014-2022,65,,N
002650.SZ,ST加加,1001_1800,,0,2014-2020,65,,N
300064.SZ,金刚退(退),1001_1800,,0,2014-2020,65,20220627,N
300256.SZ,星星科技,1001_1800,,0,2014-2021,65,,N
600738.SH,丽尚国潮,1001_1800,,0,2014-2022,65,,N
002228.SZ,合兴包装,1001_1800,,0,2014-2022,63,,N
002993.SZ,奥海科技,1001_1800,,0,2021-2026,63,,N
003006.SZ,百亚股份,1001_1800,,0,2021-2026,63,,N
603100.SH,川仪股份,1001_1800,,0,2015-2026,63,,N
001896.SZ,豫能控股,1001_1800,,0,2014-2026,62,,N
300127.SZ,银河磁体,1001_1800,,0,2014-2026,62,,N
000038.SZ,大通退(退),1001_1800,,0,2016-2021,60,20230712,N
002543.SZ,万和电气,1001_1800,,0,2014-2026,60,,N
002751.SZ,易尚退(退),1001_1800,,0,2015-2020,60,20230713,N
002991.SZ,甘源食品,1001_1800,,0,2020-2025,60,,N
003012.SZ,东鹏控股,1001_1800,,0,2021-2026,60,,N
300194.SZ,福安药业,1001_1800,,0,2017-2022,60,,N
300424.SZ,航新科技,1001_1800,,0,2015-2020,60,,N
300470.SZ,中密控股,1001_1800,,0,2021-2026,60,,N
300477.SZ,ST合纵,1001_1800,,0,2018-2023,60,,N
600136.SH,ST明诚,1001_1800,,0,2016-2021,60,,N
603258.SH,电魂网络,1001_1800,,0,2017-2023,60,,N
603626.SH,科森科技,1001_1800,,0,2017-2022,60,,N
605009.SH,豪悦护理,1001_1800,,0,2021-2026,60,,N
605168.SH,三人行,1001_1800,,0,2020-2025,60,,N
605222.SH,起帆电缆,1001_1800,,0,2020-2025,60,,N
002033.SZ,丽江股份,1001_1800,,0,2014-2019,59,,N
002321.SZ,华英农业,1001_1800,,0,2014-2019,59,,N
002554.SZ,惠博普,1001_1800,,0,2014-2019,59,,N
002584.SZ,西陇科学,1001_1800,,0,2014-2019,59,,N
300050.SZ,世纪鼎利,1001_1800,,0,2014-2019,59,,N
300231.SZ,银信科技,1001_1800,,0,2014-2019,59,,N
300318.SZ,博晖创新,1001_1800,,0,2014-2023,59,,N
300358.SZ,楚天科技,1001_1800,,0,2014-2024,59,,N
002755.SZ,奥赛康,1001_1800,,0,2019-2026,57,,N
002961.SZ,瑞达期货,1001_1800,,0,2020-2026,57,,N
003039.SZ,顺控发展,1001_1800,,0,2021-2026,57,,N
301015.SZ,百洋医药,1001_1800,,0,2021-2026,57,,N
301031.SZ,中熔电气,1001_1800,,0,2021-2026,57,,N
301039.SZ,中集车辆,1001_1800,,0,2021-2026,57,,N
600173.SH,卧龙新能,1001_1800,,0,2014-2019,57,,N
601900.SH,南方传媒,1001_1800,,0,2017-2026,57,,N
603033.SH,三维股份,1001_1800,,0,2021-2026,57,,N
603126.SH,中材节能,1001_1800,,0,2014-2019,57,,N
603171.SH,税友股份,1001_1800,,0,2021-2026,57,,N
603220.SH,中贝通信,1001_1800,,0,2019-2026,57,,N
603327.SH,福蓉科技,1001_1800,,0,2019-2026,57,,N
688586.SH,江航装备,1001_1800,,0,2021-2026,57,,N
002639.SZ,雪人集团,1001_1800,,0,2014-2026,56,,N
300299.SZ,富春股份,1001_1800,,0,2014-2021,56,,N
002068.SZ,黑猫股份,1001_1800,,0,2018-2026,54,,N
002435.SZ,ST长康(退),1001_1800,,0,2019-2023,54,20240815,N
