symbol,name,theme,year,bars,avg_daily_amount_yi,qualifies
159677.SZ,银华中证1000增强策略ETF,中证1000,2026,176,0.1042,
159678.SZ,博时中证500增强策略ETF,中证500,2023,208,0.0862,
159678.SZ,博时中证500增强策略ETF,中证500,2024,242,0.0425,
159678.SZ,博时中证500增强策略ETF,中证500,2025,243,0.0342,
159678.SZ,博时中证500增强策略ETF,中证500,2026,177,0.0635,
159679.SZ,国泰中证1000增强策略ETF,中证1000,2023,211,0.2508,
159679.SZ,国泰中证1000增强策略ETF,中证1000,2024,242,0.0823,
159679.SZ,国泰中证1000增强策略ETF,中证1000,2025,243,0.0395,
159679.SZ,国泰中证1000增强策略ETF,中证1000,2026,177,0.0568,
159680.SZ,招商中证1000增强策略ETF,中证1000,2023,242,0.392,
159680.SZ,招商中证1000增强策略ETF,中证1000,2024,242,0.2378,
159680.SZ,招商中证1000增强策略ETF,中证1000,2025,243,0.3094,
159680.SZ,招商中证1000增强策略ETF,中证1000,2026,177,0.7666,Y
159681.SZ,鹏华创业板50ETF,创业板50,2023,242,0.6432,Y
159681.SZ,鹏华创业板50ETF,创业板50,2024,242,0.3584,
159681.SZ,鹏华创业板50ETF,创业板50,2025,243,1.1105,Y
159681.SZ,鹏华创业板50ETF,创业板50,2026,177,1.3787,Y
159682.SZ,景顺长城创业板50ETF,创业板50,2023,242,2.2568,Y
159682.SZ,景顺长城创业板50ETF,创业板50,2024,242,2.5038,Y
159682.SZ,景顺长城创业板50ETF,创业板50,2025,243,2.4803,Y
159682.SZ,景顺长城创业板50ETF,创业板50,2026,177,3.3515,Y
159683.SZ,嘉实中证内地运输主题ETF,中证内地运输主题,2023,238,0.0988,
159683.SZ,嘉实中证内地运输主题ETF,中证内地运输主题,2024,242,0.0457,
159685.SZ,天弘中证1000增强策略ETF,中证1000,2023,183,0.1863,
159685.SZ,天弘中证1000增强策略ETF,中证1000,2024,241,0.0689,
159685.SZ,天弘中证1000增强策略ETF,中证1000,2025,242,0.0284,
159685.SZ,天弘中证1000增强策略ETF,中证1000,2026,177,0.0368,
159686.SZ,易方达中证A100ETF,中证A100,2023,112,0.0369,
159686.SZ,易方达中证A100ETF,中证A100,2024,241,0.0087,
159686.SZ,易方达中证A100ETF,中证A100,2025,243,0.0236,
159686.SZ,易方达中证A100ETF,中证A100,2026,177,0.0991,
159687.SZ,南方基金南方东英富时亚太精选ETF(QDII),经估值汇率调整的富时亚太精选,2023,242,0.081,
159687.SZ,南方基金南方东英富时亚太精选ETF(QDII),经估值汇率调整的富时亚太精选,2024,242,0.6873,Y
159687.SZ,南方基金南方东英富时亚太精选ETF(QDII),经估值汇率调整的富时亚太精选,2025,240,3.2789,Y
159687.SZ,南方基金南方东英富时亚太精选ETF(QDII),经估值汇率调整的富时亚太精选,2026,177,3.3516,Y
159688.SZ,华安恒生互联网科技业ETF(QDII),恒生互联网科技业,2023,216,0.9741,Y
159688.SZ,华安恒生互联网科技业ETF(QDII),恒生互联网科技业,2024,242,1.2426,Y
159688.SZ,华安恒生互联网科技业ETF(QDII),恒生互联网科技业,2025,243,2.471,Y
159688.SZ,华安恒生互联网科技业ETF(QDII),恒生互联网科技业,2026,177,1.3077,Y
159689.SZ,南方中证主要消费ETF,中证主要消费,2023,198,0.0869,
159689.SZ,南方中证主要消费ETF,中证主要消费,2024,241,0.0482,
159689.SZ,南方中证主要消费ETF,中证主要消费,2025,243,0.0327,
159689.SZ,南方中证主要消费ETF,中证主要消费,2026,177,0.0269,
159690.SZ,招商中证有色金属矿业主题ETF,中证有色金属矿业主题,2023,121,0.0311,
159690.SZ,招商中证有色金属矿业主题ETF,中证有色金属矿业主题,2024,241,0.0083,
159690.SZ,招商中证有色金属矿业主题ETF,中证有色金属矿业主题,2025,243,0.0566,
159690.SZ,招商中证有色金属矿业主题ETF,中证有色金属矿业主题,2026,177,0.451,
159691.SZ,工银瑞信中证港股通高股息精选ETF,经汇率调整后的中证港股通高股息精选,2023,170,0.2584,
159691.SZ,工银瑞信中证港股通高股息精选ETF,经汇率调整后的中证港股通高股息精选,2024,242,1.4158,Y
159691.SZ,工银瑞信中证港股通高股息精选ETF,经汇率调整后的中证港股通高股息精选,2025,243,2.0865,Y
159691.SZ,工银瑞信中证港股通高股息精选ETF,经汇率调整后的中证港股通高股息精选,2026,177,2.6156,Y
159692.SZ,东财中证证券公司30ETF,中证证券公司30,2023,151,0.2337,
159692.SZ,东财中证证券公司30ETF,中证证券公司30,2024,242,0.2306,
159692.SZ,东财中证证券公司30ETF,中证证券公司30,2025,243,0.4369,
159692.SZ,东财中证证券公司30ETF,中证证券公司30,2026,177,0.8407,Y
159693.SZ,华泰柏瑞中证有色金属矿业主题ETF,中证有色金属矿业主题,2024,97,0.0299,
159695.SZ,嘉实国证通信ETF,国证通信,2023,160,0.0803,
159695.SZ,嘉实国证通信ETF,国证通信,2024,242,0.0899,
159695.SZ,嘉实国证通信ETF,国证通信,2025,243,0.2007,
159695.SZ,嘉实国证通信ETF,国证通信,2026,177,0.5648,Y
159696.SZ,易方达纳斯达克100ETF(QDII),纳斯达克100,2023,85,0.0615,
159696.SZ,易方达纳斯达克100ETF(QDII),纳斯达克100,2024,242,0.1814,
159696.SZ,易方达纳斯达克100ETF(QDII),纳斯达克100,2025,243,1.1829,Y
159696.SZ,易方达纳斯达克100ETF(QDII),纳斯达克100,2026,177,0.7558,Y
159697.SZ,鹏华国证石油天然气ETF,国证石油天然气,2023,164,0.1692,
159697.SZ,鹏华国证石油天然气ETF,国证石油天然气,2024,242,0.108,
159697.SZ,鹏华国证石油天然气ETF,国证石油天然气,2025,243,0.0809,
159697.SZ,鹏华国证石油天然气ETF,国证石油天然气,2026,177,1.6196,Y
159698.SZ,鹏华国证粮食产业ETF,国证粮食产业,2023,90,0.0849,
159698.SZ,鹏华国证粮食产业ETF,国证粮食产业,2024,242,0.045,
159698.SZ,鹏华国证粮食产业ETF,国证粮食产业,2025,243,0.1774,
159698.SZ,鹏华国证粮食产业ETF,国证粮食产业,2026,177,0.8092,Y
159699.SZ,广发恒生消费ETF(QDII),恒生消费,2023,87,0.3016,
159699.SZ,广发恒生消费ETF(QDII),恒生消费,2024,242,0.4126,
159699.SZ,广发恒生消费ETF(QDII),恒生消费,2025,243,1.1511,Y
159699.SZ,广发恒生消费ETF(QDII),恒生消费,2026,177,0.4252,
159700.SZ,南方中证AAA科技创新公司债ETF,中证AAA科技创新公司债,2025,114,72.372,Y
159700.SZ,南方中证AAA科技创新公司债ETF,中证AAA科技创新公司债,2026,177,62.6308,Y
159701.SZ,招商中证物联网主题ETF,中证物联网主题,2022,242,0.0189,
159701.SZ,招商中证物联网主题ETF,中证物联网主题,2023,241,0.0416,
159701.SZ,招商中证物联网主题ETF,中证物联网主题,2024,242,0.0368,
159701.SZ,招商中证物联网主题ETF,中证物联网主题,2025,243,0.0205,
159701.SZ,招商中证物联网主题ETF,中证物联网主题,2026,177,0.0174,
159702.SZ,汇添富中证人工智能主题ETF,中证人工智能主题,2021,156,0.0358,
159702.SZ,汇添富中证人工智能主题ETF,中证人工智能主题,2022,212,0.0101,
159703.SZ,天弘中证新材料主题ETF,中证新材料主题,2021,141,0.1981,
159703.SZ,天弘中证新材料主题ETF,中证新材料主题,2022,242,0.0687,
159703.SZ,天弘中证新材料主题ETF,中证新材料主题,2023,242,0.0513,
159703.SZ,天弘中证新材料主题ETF,中证新材料主题,2024,242,0.058,
159703.SZ,天弘中证新材料主题ETF,中证新材料主题,2025,243,0.0426,
159703.SZ,天弘中证新材料主题ETF,中证新材料主题,2026,177,0.0543,
159706.SZ,华安深证100ETF,深证100,2022,242,0.0627,
159706.SZ,华安深证100ETF,深证100,2023,242,0.0435,
159706.SZ,华安深证100ETF,深证100,2024,242,0.0296,
159706.SZ,华安深证100ETF,深证100,2025,243,0.0216,
159706.SZ,华安深证100ETF,深证100,2026,177,0.037,
159707.SZ,华宝中证800地产ETF,中证800地产,2022,242,0.3453,
159707.SZ,华宝中证800地产ETF,中证800地产,2023,242,0.4511,
159707.SZ,华宝中证800地产ETF,中证800地产,2024,242,0.487,
159707.SZ,华宝中证800地产ETF,中证800地产,2025,243,0.3673,
159707.SZ,华宝中证800地产ETF,中证800地产,2026,177,0.695,Y
159708.SZ,西部利得深证红利ETF,深证红利,2021,124,0.1135,
159708.SZ,西部利得深证红利ETF,深证红利,2022,242,0.1066,
159708.SZ,西部利得深证红利ETF,深证红利,2023,242,0.163,
159708.SZ,西部利得深证红利ETF,深证红利,2024,242,0.1816,
159708.SZ,西部利得深证红利ETF,深证红利,2025,243,0.1396,
159708.SZ,西部利得深证红利ETF,深证红利,2026,177,0.1194,
159709.SZ,工银瑞信深证物联网50ETF,深证物联网50,2021,124,0.0658,
159709.SZ,工银瑞信深证物联网50ETF,深证物联网50,2022,242,0.0055,
159709.SZ,工银瑞信深证物联网50ETF,深证物联网50,2023,242,0.0036,
159709.SZ,工银瑞信深证物联网50ETF,深证物联网50,2024,242,0.004,
159709.SZ,工银瑞信深证物联网50ETF,深证物联网50,2025,243,0.0079,
159709.SZ,工银瑞信深证物联网50ETF,深证物联网50,2026,177,0.0094,
159710.SZ,建信中证智能电动汽车ETF,中证智能电动汽车,2021,98,0.0451,
159710.SZ,建信中证智能电动汽车ETF,中证智能电动汽车,2022,242,0.0086,
159710.SZ,建信中证智能电动汽车ETF,中证智能电动汽车,2023,242,0.0078,
159711.SZ,华夏中证港股通50ETF,中证港股通50,2022,242,0.0416,
159711.SZ,华夏中证港股通50ETF,中证港股通50,2023,242,0.0088,
159711.SZ,华夏中证港股通50ETF,中证港股通50,2024,241,0.0174,
159711.SZ,华夏中证港股通50ETF,中证港股通50,2025,243,0.1572,
159711.SZ,华夏中证港股通50ETF,中证港股通50,2026,177,0.2778,
159712.SZ,国泰中证港股通50ETF,中证港股通50,2022,242,0.1666,
159712.SZ,国泰中证港股通50ETF,中证港股通50,2023,242,0.0355,
159712.SZ,国泰中证港股通50ETF,中证港股通50,2024,242,0.0293,
159712.SZ,国泰中证港股通50ETF,中证港股通50,2025,243,0.305,
159712.SZ,国泰中证港股通50ETF,中证港股通50,2026,177,0.2129,
159713.SZ,富国中证稀土产业ETF,中证稀土产业,2021,93,0.4274,
159713.SZ,富国中证稀土产业ETF,中证稀土产业,2022,242,0.3978,
159713.SZ,富国中证稀土产业ETF,中证稀土产业,2023,242,0.261,
159713.SZ,富国中证稀土产业ETF,中证稀土产业,2024,242,0.1985,
159713.SZ,富国中证稀土产业ETF,中证稀土产业,2025,243,0.8953,Y
159713.SZ,富国中证稀土产业ETF,中证稀土产业,2026,177,1.0844,Y
159715.SZ,易方达中证稀土产业ETF,中证稀土产业,2021,74,0.4498,
159715.SZ,易方达中证稀土产业ETF,中证稀土产业,2022,242,0.3118,
159715.SZ,易方达中证稀土产业ETF,中证稀土产业,2023,242,0.1304,
159715.SZ,易方达中证稀土产业ETF,中证稀土产业,2024,242,0.0921,
159715.SZ,易方达中证稀土产业ETF,中证稀土产业,2025,243,0.4204,
159715.SZ,易方达中证稀土产业ETF,中证稀土产业,2026,177,0.965,Y
159716.SZ,华宝深证100ETF,深证100,2021,128,0.1056,
159716.SZ,华宝深证100ETF,深证100,2022,242,0.0185,
159716.SZ,华宝深证100ETF,深证100,2023,242,0.0182,
159716.SZ,华宝深证100ETF,深证100,2024,242,0.0394,
159716.SZ,华宝深证100ETF,深证100,2025,238,0.0223,
159716.SZ,华宝深证100ETF,深证100,2026,177,0.0289,
159717.SZ,鹏华国证ESG300ETF,国证ESG300,2021,63,0.0742,
159717.SZ,鹏华国证ESG300ETF,国证ESG300,2022,242,0.0053,
159717.SZ,鹏华国证ESG300ETF,国证ESG300,2023,241,0.0053,
159717.SZ,鹏华国证ESG300ETF,国证ESG300,2024,241,0.026,
159717.SZ,鹏华国证ESG300ETF,国证ESG300,2025,243,0.0091,
159717.SZ,鹏华国证ESG300ETF,国证ESG300,2026,177,0.0156,
159718.SZ,平安中证港股通医药卫生综合ETF,中证港股通医药卫生综合,2022,242,0.0696,
159718.SZ,平安中证港股通医药卫生综合ETF,中证港股通医药卫生综合,2023,242,0.1262,
159718.SZ,平安中证港股通医药卫生综合ETF,中证港股通医药卫生综合,2024,242,0.2647,
159718.SZ,平安中证港股通医药卫生综合ETF,中证港股通医药卫生综合,2025,243,0.7922,Y
159718.SZ,平安中证港股通医药卫生综合ETF,中证港股通医药卫生综合,2026,177,0.3546,
159719.SZ,平安富时中国国企开放共赢ETF,富时中国国企开放共赢,2022,239,0.0029,
159719.SZ,平安富时中国国企开放共赢ETF,富时中国国企开放共赢,2023,241,0.1212,
159719.SZ,平安富时中国国企开放共赢ETF,富时中国国企开放共赢,2024,242,0.2132,
159719.SZ,平安富时中国国企开放共赢ETF,富时中国国企开放共赢,2025,243,0.0934,
159719.SZ,平安富时中国国企开放共赢ETF,富时中国国企开放共赢,2026,177,0.0567,
159720.SZ,泰康中证智能电动汽车ETF,中证智能电动汽车,2021,112,0.3386,
159720.SZ,泰康中证智能电动汽车ETF,中证智能电动汽车,2022,242,0.1486,
159720.SZ,泰康中证智能电动汽车ETF,中证智能电动汽车,2023,242,0.0659,
159720.SZ,泰康中证智能电动汽车ETF,中证智能电动汽车,2024,242,0.0224,
159720.SZ,泰康中证智能电动汽车ETF,中证智能电动汽车,2025,243,0.0183,
159720.SZ,泰康中证智能电动汽车ETF,中证智能电动汽车,2026,177,0.0123,
159721.SZ,永赢深证100ETF,深证100,2021,129,0.0952,
159721.SZ,永赢深证100ETF,深证100,2022,242,0.0319,
159721.SZ,永赢深证100ETF,深证100,2023,242,0.016,
159721.SZ,永赢深证100ETF,深证100,2024,242,0.0144,
159721.SZ,永赢深证100ETF,深证100,2025,239,0.0103,
159721.SZ,永赢深证100ETF,深证100,2026,177,0.0268,
159723.SZ,汇添富中证沪港深科技龙头ETF,中证沪港深科技龙头,2022,242,0.0305,
159723.SZ,汇添富中证沪港深科技龙头ETF,中证沪港深科技龙头,2023,242,0.0261,
159723.SZ,汇添富中证沪港深科技龙头ETF,中证沪港深科技龙头,2024,241,0.0323,
159723.SZ,汇添富中证沪港深科技龙头ETF,中证沪港深科技龙头,2025,243,0.0288,
159723.SZ,汇添富中证沪港深科技龙头ETF,中证沪港深科技龙头,2026,177,0.0175,
159725.SZ,工银瑞信中证线上消费主题ETF,中证线上消费主题,2021,124,0.0244,
159725.SZ,工银瑞信中证线上消费主题ETF,中证线上消费主题,2022,242,0.0067,
159725.SZ,工银瑞信中证线上消费主题ETF,中证线上消费主题,2023,242,0.0145,
159725.SZ,工银瑞信中证线上消费主题ETF,中证线上消费主题,2024,242,0.0275,
159725.SZ,工银瑞信中证线上消费主题ETF,中证线上消费主题,2025,243,0.0321,
159725.SZ,工银瑞信中证线上消费主题ETF,中证线上消费主题,2026,177,0.1214,
159726.SZ,华夏恒生港股通中国内地企业红利ETF,经估值汇率调整后的恒生港股通中国内地企业红利,2022,242,0.1501,
159726.SZ,华夏恒生港股通中国内地企业红利ETF,经估值汇率调整后的恒生港股通中国内地企业红利,2023,242,0.0363,
159726.SZ,华夏恒生港股通中国内地企业红利ETF,经估值汇率调整后的恒生港股通中国内地企业红利,2024,242,0.3297,
159726.SZ,华夏恒生港股通中国内地企业红利ETF,经估值汇率调整后的恒生港股通中国内地企业红利,2025,243,0.2435,
159726.SZ,华夏恒生港股通中国内地企业红利ETF,经估值汇率调整后的恒生港股通中国内地企业红利,2026,177,0.1811,
159728.SZ,南方国证在线消费ETF,国证在线消费,2022,237,0.0291,
159728.SZ,南方国证在线消费ETF,国证在线消费,2023,242,0.035,
159728.SZ,南方国证在线消费ETF,国证在线消费,2024,240,0.0352,
159728.SZ,南方国证在线消费ETF,国证在线消费,2025,242,0.0661,
159728.SZ,南方国证在线消费ETF,国证在线消费,2026,177,0.0813,
159729.SZ,汇添富中证沪港深互联网ETF,中证沪港深互联网,2021,111,0.0306,
159729.SZ,汇添富中证沪港深互联网ETF,中证沪港深互联网,2022,242,0.0148,
159729.SZ,汇添富中证沪港深互联网ETF,中证沪港深互联网,2023,242,0.0152,
159729.SZ,汇添富中证沪港深互联网ETF,中证沪港深互联网,2024,242,0.0123,
159729.SZ,汇添富中证沪港深互联网ETF,中证沪港深互联网,2025,243,0.0171,
159729.SZ,汇添富中证沪港深互联网ETF,中证沪港深互联网,2026,177,0.0112,
159730.SZ,博时国证龙头家电ETF,国证龙头家电,2022,242,0.0896,
159730.SZ,博时国证龙头家电ETF,国证龙头家电,2023,242,0.0591,
159730.SZ,博时国证龙头家电ETF,国证龙头家电,2024,242,0.0631,
159730.SZ,博时国证龙头家电ETF,国证龙头家电,2025,243,0.0364,
159730.SZ,博时国证龙头家电ETF,国证龙头家电,2026,176,0.0169,
159731.SZ,华夏中证石化产业ETF,中证石化产业,2022,242,0.0256,
159731.SZ,华夏中证石化产业ETF,中证石化产业,2023,242,0.0171,
159731.SZ,华夏中证石化产业ETF,中证石化产业,2024,241,0.0087,
159731.SZ,华夏中证石化产业ETF,中证石化产业,2025,243,0.0345,
159731.SZ,华夏中证石化产业ETF,中证石化产业,2026,177,1.1326,Y
159732.SZ,华夏国证消费电子主题ETF,国证消费电子主题,2021,88,0.0952,
159732.SZ,华夏国证消费电子主题ETF,国证消费电子主题,2022,242,0.0647,
159732.SZ,华夏国证消费电子主题ETF,国证消费电子主题,2023,242,0.1975,
159732.SZ,华夏国证消费电子主题ETF,国证消费电子主题,2024,242,0.8646,Y
159732.SZ,华夏国证消费电子主题ETF,国证消费电子主题,2025,243,2.051,Y
159732.SZ,华夏国证消费电子主题ETF,国证消费电子主题,2026,177,3.4631,Y
159733.SZ,景顺长城中证消费电子主题ETF,中证消费电子主题,2021,63,0.1733,
159733.SZ,景顺长城中证消费电子主题ETF,中证消费电子主题,2022,242,0.059,
159733.SZ,景顺长城中证消费电子主题ETF,中证消费电子主题,2023,241,0.0441,
159735.SZ,银华中证港股通消费主题ETF,中证港股通消费主题,2021,143,0.0867,
159735.SZ,银华中证港股通消费主题ETF,中证港股通消费主题,2022,242,0.1863,
159735.SZ,银华中证港股通消费主题ETF,中证港股通消费主题,2023,242,0.2508,
159735.SZ,银华中证港股通消费主题ETF,中证港股通消费主题,2024,242,0.2068,
159735.SZ,银华中证港股通消费主题ETF,中证港股通消费主题,2025,243,0.9506,Y
159735.SZ,银华中证港股通消费主题ETF,中证港股通消费主题,2026,177,0.4785,
159736.SZ,天弘中证食品饮料ETF,中证食品饮料,2021,65,0.3759,
159736.SZ,天弘中证食品饮料ETF,中证食品饮料,2022,242,0.3194,
159736.SZ,天弘中证食品饮料ETF,中证食品饮料,2023,242,0.333,
159736.SZ,天弘中证食品饮料ETF,中证食品饮料,2024,242,0.2429,
159736.SZ,天弘中证食品饮料ETF,中证食品饮料,2025,243,0.1936,
159736.SZ,天弘中证食品饮料ETF,中证食品饮料,2026,177,0.2575,
159738.SZ,华泰柏瑞中证沪港深云计算产业ETF,中证沪港深云计算产业,2022,224,0.1296,
159738.SZ,华泰柏瑞中证沪港深云计算产业ETF,中证沪港深云计算产业,2023,242,0.0549,
159738.SZ,华泰柏瑞中证沪港深云计算产业ETF,中证沪港深云计算产业,2024,242,0.0355,
159738.SZ,华泰柏瑞中证沪港深云计算产业ETF,中证沪港深云计算产业,2025,243,0.2786,
159738.SZ,华泰柏瑞中证沪港深云计算产业ETF,中证沪港深云计算产业,2026,177,0.2523,
159739.SZ,鹏华中证云计算与大数据主题ETF,中证云计算与大数据主题,2022,242,0.0548,
159739.SZ,鹏华中证云计算与大数据主题ETF,中证云计算与大数据主题,2023,242,0.1571,
159739.SZ,鹏华中证云计算与大数据主题ETF,中证云计算与大数据主题,2024,242,0.1465,
159739.SZ,鹏华中证云计算与大数据主题ETF,中证云计算与大数据主题,2025,243,0.2576,
159739.SZ,鹏华中证云计算与大数据主题ETF,中证云计算与大数据主题,2026,177,0.2614,
159740.SZ,大成恒生科技ETF(QDII),恒生科技,2021,149,0.2248,
159740.SZ,大成恒生科技ETF(QDII),恒生科技,2022,242,1.8293,Y
159740.SZ,大成恒生科技ETF(QDII),恒生科技,2023,242,3.8913,Y
159740.SZ,大成恒生科技ETF(QDII),恒生科技,2024,242,6.7481,Y
159740.SZ,大成恒生科技ETF(QDII),恒生科技,2025,243,19.626,Y
159740.SZ,大成恒生科技ETF(QDII),恒生科技,2026,177,14.949,Y
159741.SZ,嘉实恒生科技ETF(QDII),恒生科技,2021,144,0.1565,
159741.SZ,嘉实恒生科技ETF(QDII),恒生科技,2022,242,0.4866,
159741.SZ,嘉实恒生科技ETF(QDII),恒生科技,2023,242,0.7213,Y
159741.SZ,嘉实恒生科技ETF(QDII),恒生科技,2024,242,0.8588,Y
159741.SZ,嘉实恒生科技ETF(QDII),恒生科技,2025,243,1.4631,Y
159741.SZ,嘉实恒生科技ETF(QDII),恒生科技,2026,177,1.2929,Y
159742.SZ,博时恒生科技ETF(QDII),恒生科技,2021,151,0.2619,
159742.SZ,博时恒生科技ETF(QDII),恒生科技,2022,242,1.0237,Y
159742.SZ,博时恒生科技ETF(QDII),恒生科技,2023,242,1.3744,Y
159742.SZ,博时恒生科技ETF(QDII),恒生科技,2024,242,1.7341,Y
159742.SZ,博时恒生科技ETF(QDII),恒生科技,2025,243,3.3873,Y
159742.SZ,博时恒生科技ETF(QDII),恒生科技,2026,177,2.0877,Y
159743.SZ,博时中证湖北新旧动能转换ETF,中证湖北新旧动能转换,2022,237,0.0266,
159743.SZ,博时中证湖北新旧动能转换ETF,中证湖北新旧动能转换,2023,242,0.0262,
159743.SZ,博时中证湖北新旧动能转换ETF,中证湖北新旧动能转换,2024,242,0.0155,
159743.SZ,博时中证湖北新旧动能转换ETF,中证湖北新旧动能转换,2025,243,0.0105,
159743.SZ,博时中证湖北新旧动能转换ETF,中证湖北新旧动能转换,2026,177,0.0143,
159745.SZ,国泰中证全指建筑材料ETF,中证全指建筑材料,2021,134,0.4414,
159745.SZ,国泰中证全指建筑材料ETF,中证全指建筑材料,2022,242,0.5222,Y
159745.SZ,国泰中证全指建筑材料ETF,中证全指建筑材料,2023,242,0.5817,Y
159745.SZ,国泰中证全指建筑材料ETF,中证全指建筑材料,2024,242,0.3904,
159745.SZ,国泰中证全指建筑材料ETF,中证全指建筑材料,2025,243,0.6256,Y
159745.SZ,国泰中证全指建筑材料ETF,中证全指建筑材料,2026,177,0.9423,Y
159747.SZ,南方中证香港科技ETF(QDII),中证香港科技,2021,116,0.2375,
159747.SZ,南方中证香港科技ETF(QDII),中证香港科技,2022,242,0.5009,Y
159747.SZ,南方中证香港科技ETF(QDII),中证香港科技,2023,242,0.5369,Y
159747.SZ,南方中证香港科技ETF(QDII),中证香港科技,2024,242,0.5723,Y
159747.SZ,南方中证香港科技ETF(QDII),中证香港科技,2025,243,1.686,Y
159747.SZ,南方中证香港科技ETF(QDII),中证香港科技,2026,177,0.7184,Y
159748.SZ,富国中证沪港深创新药产业ETF,中证沪港深创新药产业,2022,242,0.1063,
159748.SZ,富国中证沪港深创新药产业ETF,中证沪港深创新药产业,2023,242,0.1176,
159748.SZ,富国中证沪港深创新药产业ETF,中证沪港深创新药产业,2024,242,0.0561,
159748.SZ,富国中证沪港深创新药产业ETF,中证沪港深创新药产业,2025,243,0.1969,
159748.SZ,富国中证沪港深创新药产业ETF,中证沪港深创新药产业,2026,177,0.5881,Y
159750.SZ,招商中证香港科技ETF(QDII),中证香港科技,2022,218,0.4791,
159750.SZ,招商中证香港科技ETF(QDII),中证香港科技,2023,241,0.2728,
159750.SZ,招商中证香港科技ETF(QDII),中证香港科技,2024,242,0.2558,
159750.SZ,招商中证香港科技ETF(QDII),中证香港科技,2025,243,1.2315,Y
159750.SZ,招商中证香港科技ETF(QDII),中证香港科技,2026,177,0.8207,Y
159751.SZ,鹏华中证港股通科技ETF,中证港股通科技,2022,242,0.085,
159751.SZ,鹏华中证港股通科技ETF,中证港股通科技,2023,242,0.0475,
159751.SZ,鹏华中证港股通科技ETF,中证港股通科技,2024,242,0.2314,
159751.SZ,鹏华中证港股通科技ETF,中证港股通科技,2025,243,1.6473,Y
159751.SZ,鹏华中证港股通科技ETF,中证港股通科技,2026,177,0.5697,Y
159752.SZ,申万菱信中证内地新能源主题ETF,中证内地新能源主题,2021,106,0.1509,
159752.SZ,申万菱信中证内地新能源主题ETF,中证内地新能源主题,2022,242,0.0813,
159752.SZ,申万菱信中证内地新能源主题ETF,中证内地新能源主题,2023,242,0.1063,
159752.SZ,申万菱信中证内地新能源主题ETF,中证内地新能源主题,2024,242,0.1061,
159752.SZ,申万菱信中证内地新能源主题ETF,中证内地新能源主题,2025,243,0.1248,
159752.SZ,申万菱信中证内地新能源主题ETF,中证内地新能源主题,2026,177,0.1448,
159755.SZ,广发国证新能源车电池ETF,国证新能源车电池,2021,130,1.9805,Y
159755.SZ,广发国证新能源车电池ETF,国证新能源车电池,2022,242,1.417,Y
159755.SZ,广发国证新能源车电池ETF,国证新能源车电池,2023,242,1.8745,Y
159755.SZ,广发国证新能源车电池ETF,国证新能源车电池,2024,242,1.1231,Y
159755.SZ,广发国证新能源车电池ETF,国证新能源车电池,2025,243,5.0047,Y
159755.SZ,广发国证新能源车电池ETF,国证新能源车电池,2026,177,6.2292,Y
159757.SZ,景顺长城国证新能源车电池ETF,国证新能源车电池,2021,98,0.5466,Y
159757.SZ,景顺长城国证新能源车电池ETF,国证新能源车电池,2022,242,0.5739,Y
159757.SZ,景顺长城国证新能源车电池ETF,国证新能源车电池,2023,242,0.3123,
159757.SZ,景顺长城国证新能源车电池ETF,国证新能源车电池,2024,242,0.1433,
159757.SZ,景顺长城国证新能源车电池ETF,国证新能源车电池,2025,243,0.2098,
159757.SZ,景顺长城国证新能源车电池ETF,国证新能源车电池,2026,177,0.1883,
159758.SZ,华夏中证红利质量ETF,中证红利质量,2022,242,0.0203,
159758.SZ,华夏中证红利质量ETF,中证红利质量,2023,242,0.0395,
159758.SZ,华夏中证红利质量ETF,中证红利质量,2024,242,0.13,
159758.SZ,华夏中证红利质量ETF,中证红利质量,2025,243,0.2692,
159758.SZ,华夏中证红利质量ETF,中证红利质量,2026,177,0.9278,Y
159760.SZ,泰康国证公共卫生与医疗健康ETF,国证公共卫生与医疗健康,2022,242,0.1444,
159760.SZ,泰康国证公共卫生与医疗健康ETF,国证公共卫生与医疗健康,2023,242,0.0933,
159760.SZ,泰康国证公共卫生与医疗健康ETF,国证公共卫生与医疗健康,2024,242,0.0404,
159760.SZ,泰康国证公共卫生与医疗健康ETF,国证公共卫生与医疗健康,2025,243,0.0192,
159760.SZ,泰康国证公共卫生与医疗健康ETF,国证公共卫生与医疗健康,2026,177,0.0166,
159761.SZ,国泰中证新材料主题ETF,中证新材料主题,2022,242,0.2018,
159761.SZ,国泰中证新材料主题ETF,中证新材料主题,2023,242,0.1882,
159761.SZ,国泰中证新材料主题ETF,中证新材料主题,2024,242,0.113,
159761.SZ,国泰中证新材料主题ETF,中证新材料主题,2025,243,0.0874,
159761.SZ,国泰中证新材料主题ETF,中证新材料主题,2026,177,0.1321,
159763.SZ,建信中证新材料主题ETF,中证新材料主题,2021,73,0.0548,
159763.SZ,建信中证新材料主题ETF,中证新材料主题,2022,242,0.0045,
159763.SZ,建信中证新材料主题ETF,中证新材料主题,2023,242,0.0056,
159763.SZ,建信中证新材料主题ETF,中证新材料主题,2024,242,0.0062,
159763.SZ,建信中证新材料主题ETF,中证新材料主题,2025,243,0.0159,
159763.SZ,建信中证新材料主题ETF,中证新材料主题,2026,177,0.0607,
159766.SZ,富国中证旅游主题ETF,中证旅游主题,2021,109,0.2557,
159766.SZ,富国中证旅游主题ETF,中证旅游主题,2022,242,1.8326,Y
