symbol,year,bars,avg_daily_amount_yi,total_amount_yi
159940.SZ,2021,243,0.0623,15.13
159940.SZ,2022,242,0.0876,21.19
159940.SZ,2023,242,0.0565,13.68
159940.SZ,2024,242,0.0926,22.4
159940.SZ,2025,243,0.0633,15.37
159940.SZ,2026,177,0.0525,9.29
159939.SZ,2015,221,0.2706,59.81
159939.SZ,2016,244,0.0359,8.77
159939.SZ,2017,244,0.0179,4.37
159939.SZ,2018,243,0.0326,7.93
159939.SZ,2019,244,0.5097,124.37
159939.SZ,2020,243,0.4913,119.39
159939.SZ,2021,243,0.1957,47.55
159939.SZ,2022,242,0.2564,62.05
159939.SZ,2023,242,0.7524,182.08
159939.SZ,2024,242,0.3189,77.17
159939.SZ,2025,243,0.3073,74.67
159939.SZ,2026,177,0.4453,78.82
513660.SH,2015,229,0.1438,32.93
513660.SH,2016,244,0.0072,1.76
513660.SH,2017,244,0.0076,1.84
513660.SH,2018,243,0.017,4.13
513660.SH,2019,241,0.0113,2.73
513660.SH,2020,243,0.1063,25.83
513660.SH,2021,243,0.3708,90.12
513660.SH,2022,242,0.8738,211.46
513660.SH,2023,242,1.1879,287.47
513660.SH,2024,242,1.8017,436.01
513660.SH,2025,243,2.2991,558.69
513660.SH,2026,177,1.217,215.41
159005.SZ,2015,238,1.0718,255.08
159005.SZ,2016,244,6.0874,1485.34
159005.SZ,2017,244,34.2546,8358.12
159005.SZ,2018,243,30.5226,7416.98
159005.SZ,2019,243,1.147,278.72
159005.SZ,2020,243,0.0332,8.06
159005.SZ,2021,243,0.0166,4.04
159005.SZ,2022,242,0.0299,7.23
159005.SZ,2023,242,0.0884,21.38
159005.SZ,2024,242,0.0982,23.77
159005.SZ,2025,243,0.1336,32.46
159005.SZ,2026,177,0.1352,23.93
513600.SH,2015,229,0.0947,21.69
513600.SH,2016,244,0.0068,1.67
513600.SH,2017,244,0.008,1.96
513600.SH,2018,243,0.0116,2.83
513600.SH,2019,243,0.0088,2.13
513600.SH,2020,243,0.1208,29.35
513600.SH,2021,243,0.2739,66.57
513600.SH,2022,242,0.6573,159.06
513600.SH,2023,242,0.5985,144.84
513600.SH,2024,242,1.5894,384.63
513600.SH,2025,243,2.5486,619.3
513600.SH,2026,177,1.3866,245.42
511810.SH,2015,244,16.4548,4014.97
511810.SH,2016,244,32.9879,8049.04
511810.SH,2017,244,16.7377,4083.99
511810.SH,2018,243,9.9555,2419.18
511810.SH,2019,244,8.5965,2097.56
511810.SH,2020,243,1.5404,374.33
511810.SH,2021,243,1.3292,323.0
511810.SH,2022,242,0.6817,164.98
511810.SH,2023,242,0.3078,74.49
511810.SH,2024,242,0.207,50.09
511810.SH,2025,243,0.1625,39.48
511810.SH,2026,177,0.1169,20.69
159938.SZ,2015,241,0.0678,16.35
159938.SZ,2016,244,0.0075,1.83
159938.SZ,2017,244,0.0295,7.19
159938.SZ,2018,243,0.1236,30.02
159938.SZ,2019,244,0.2066,50.41
159938.SZ,2020,243,0.3558,86.46
159938.SZ,2021,243,0.1954,47.49
159938.SZ,2022,242,0.3968,96.03
159938.SZ,2023,242,0.684,165.53
159938.SZ,2024,242,0.451,109.15
159938.SZ,2025,243,0.5002,121.55
159938.SZ,2026,177,0.5653,100.06
511860.SH,2014,17,0.3712,6.31
511860.SH,2015,244,2.1106,514.99
511860.SH,2016,244,16.812,4102.13
511860.SH,2017,244,1.0256,250.24
511860.SH,2018,243,0.2024,49.19
511860.SH,2019,244,0.0527,12.85
511860.SH,2020,243,0.027,6.56
511860.SH,2021,243,0.1684,40.91
511860.SH,2022,242,0.0747,18.08
511860.SH,2023,237,0.0273,6.46
511860.SH,2024,242,0.0304,7.36
511860.SH,2025,243,0.0275,6.68
511860.SH,2026,177,0.0471,8.35
511800.SH,2014,18,0.0665,1.2
511800.SH,2015,244,10.8749,2653.48
511800.SH,2016,244,9.4027,2294.25
511800.SH,2017,244,0.8109,197.87
511800.SH,2018,243,0.4157,101.01
511800.SH,2019,244,0.1944,47.45
511800.SH,2020,243,0.2538,61.67
511800.SH,2021,243,0.2804,68.13
511800.SH,2022,242,0.1141,27.61
511800.SH,2023,242,0.0485,11.74
511800.SH,2024,242,0.0382,9.25
511800.SH,2025,243,0.0507,12.33
511800.SH,2026,177,0.0643,11.37
159937.SZ,2014,82,0.0086,0.7
159937.SZ,2015,244,0.0036,0.89
159937.SZ,2016,244,0.7511,183.27
159937.SZ,2017,244,0.4833,117.91
159937.SZ,2018,243,0.641,155.76
159937.SZ,2019,244,2.5427,620.42
159937.SZ,2020,243,5.2532,1276.52
159937.SZ,2021,243,2.7034,656.92
159937.SZ,2022,242,2.1685,524.77
159937.SZ,2023,242,2.3048,557.76
159937.SZ,2024,242,2.2058,533.81
159937.SZ,2025,243,8.6507,2102.11
159937.SZ,2026,177,12.5758,2225.92
513030.SH,2014,78,0.0374,2.91
513030.SH,2015,244,0.2246,54.8
513030.SH,2016,244,0.0357,8.7
513030.SH,2017,244,0.0187,4.57
513030.SH,2018,243,0.015,3.64
513030.SH,2019,244,0.0682,16.64
513030.SH,2020,243,0.3514,85.4
513030.SH,2021,243,0.049,11.91
513030.SH,2022,242,0.1703,41.22
513030.SH,2023,242,0.168,40.67
513030.SH,2024,242,0.8787,212.66
513030.SH,2025,242,6.308,1526.52
513030.SH,2026,177,1.2661,224.09
512220.SH,2014,91,0.0872,7.93
512220.SH,2015,243,0.0132,3.2
512220.SH,2016,223,0.0005,0.11
512220.SH,2017,213,0.0005,0.1
512220.SH,2018,225,0.0003,0.07
512220.SH,2019,237,0.0024,0.56
512220.SH,2020,243,0.0769,18.69
512220.SH,2021,243,0.0971,23.58
512220.SH,2022,242,0.0374,9.05
512220.SH,2023,242,0.0837,20.26
512220.SH,2024,242,0.0633,15.33
512220.SH,2025,243,0.0808,19.63
512220.SH,2026,177,0.2422,42.87
512070.SH,2014,113,0.5417,61.22
512070.SH,2015,244,0.7086,172.9
512070.SH,2016,244,0.0327,7.98
512070.SH,2017,244,0.0192,4.68
512070.SH,2018,243,0.0193,4.7
512070.SH,2019,244,0.1125,27.46
512070.SH,2020,243,0.413,100.36
512070.SH,2021,242,1.1795,285.44
512070.SH,2022,242,1.7299,418.64
512070.SH,2023,242,2.1394,517.73
512070.SH,2024,242,1.8976,459.22
512070.SH,2025,243,3.6969,898.35
512070.SH,2026,177,5.6998,1008.86
512640.SH,2014,108,0.0926,10.0
512640.SH,2015,242,0.0191,4.63
512640.SH,2016,190,0.0009,0.16
512640.SH,2017,160,0.0009,0.14
512640.SH,2018,169,0.0005,0.09
512640.SH,2019,197,0.0005,0.1
512640.SH,2020,242,0.0084,2.04
512640.SH,2021,243,0.0028,0.69
512640.SH,2022,241,0.0056,1.34
512640.SH,2023,242,0.0268,6.49
512640.SH,2024,242,0.0403,9.75
512640.SH,2025,243,0.0594,14.43
512640.SH,2026,177,0.0564,9.99
512600.SH,2014,108,0.0484,5.23
512600.SH,2015,243,0.0084,2.04
512600.SH,2016,212,0.0005,0.12
512600.SH,2017,237,0.0013,0.3
512600.SH,2018,242,0.0009,0.22
512600.SH,2019,243,0.0031,0.76
512600.SH,2020,243,0.0233,5.67
512600.SH,2021,242,0.134,32.44
512600.SH,2022,242,0.2419,58.54
512600.SH,2023,242,0.1914,46.33
512600.SH,2024,242,0.1002,24.25
512600.SH,2025,243,0.132,32.09
512600.SH,2026,177,0.1556,27.54
159936.SZ,2014,130,0.0922,11.99
159936.SZ,2015,243,0.0056,1.37
159936.SZ,2016,217,0.0022,0.48
159936.SZ,2017,210,0.0013,0.27
159936.SZ,2018,238,0.0005,0.12
159936.SZ,2019,244,0.002,0.49
159936.SZ,2020,243,0.01,2.44
159936.SZ,2021,243,0.0053,1.28
159936.SZ,2022,242,0.0093,2.25
159936.SZ,2023,242,0.0394,9.53
159936.SZ,2024,242,0.0335,8.12
159936.SZ,2025,243,0.0455,11.05
159936.SZ,2026,177,0.0241,4.27
159935.SZ,2014,231,0.0372,8.59
159935.SZ,2015,237,0.008,1.9
159935.SZ,2016,225,0.0011,0.25
159935.SZ,2017,224,0.0004,0.1
159935.SZ,2018,196,0.0004,0.08
159935.SZ,2019,231,0.0007,0.16
159935.SZ,2020,243,0.0013,0.32
159935.SZ,2021,242,0.0018,0.44
159935.SZ,2022,241,0.0009,0.21
159935.SZ,2023,242,0.0042,1.01
159935.SZ,2024,242,0.0122,2.96
159935.SZ,2025,243,0.0152,3.69
159935.SZ,2026,177,0.0322,5.69
513500.SH,2014,236,0.0312,7.36
513500.SH,2015,244,0.5559,135.65
513500.SH,2016,244,0.0318,7.75
513500.SH,2017,244,0.0375,9.14
513500.SH,2018,243,0.1687,41.0
513500.SH,2019,244,1.2388,302.28
513500.SH,2020,243,0.9979,242.49
513500.SH,2021,243,0.4985,121.14
513500.SH,2022,241,2.3128,557.39
513500.SH,2023,242,1.6934,409.8
513500.SH,2024,242,3.0997,750.12
513500.SH,2025,243,3.7896,920.88
513500.SH,2026,177,3.4383,608.57
512120.SH,2014,243,0.0113,2.74
512120.SH,2015,243,0.0137,3.32
512120.SH,2016,236,0.0003,0.08
512120.SH,2017,226,0.0056,1.26
512120.SH,2018,243,0.0265,6.44
512120.SH,2019,244,0.0184,4.49
512120.SH,2020,243,0.054,13.13
512120.SH,2021,243,0.0566,13.75
512120.SH,2022,241,0.1606,38.69
512120.SH,2023,242,0.1706,41.3
512120.SH,2024,242,0.1263,30.56
512120.SH,2025,243,0.0891,21.64
512120.SH,2026,177,0.14,24.78
159934.SZ,2013,12,0.3772,4.53
159934.SZ,2014,245,0.0117,2.86
159934.SZ,2015,244,0.0485,11.84
159934.SZ,2016,244,0.6484,158.21
159934.SZ,2017,244,0.3196,77.98
159934.SZ,2018,243,0.2172,52.77
159934.SZ,2019,244,3.2208,785.89
159934.SZ,2020,243,10.3289,2509.92
159934.SZ,2021,243,8.2957,2015.86
159934.SZ,2022,242,1.8431,446.02
159934.SZ,2023,242,1.7311,418.94
159934.SZ,2024,242,3.443,833.21
159934.SZ,2025,243,10.1607,2469.06
159934.SZ,2026,177,14.6079,2585.6
512010.SH,2013,47,0.0608,2.86
512010.SH,2014,245,0.015,3.67
512010.SH,2015,244,0.0166,4.05
512010.SH,2016,244,0.0015,0.36
512010.SH,2017,243,0.0037,0.91
512010.SH,2018,243,0.1071,26.03
512010.SH,2019,244,0.3863,94.25
512010.SH,2020,243,1.0921,265.37
512010.SH,2021,242,2.2836,552.62
512010.SH,2022,242,5.1868,1255.2
512010.SH,2023,242,5.9778,1446.63
512010.SH,2024,242,5.6291,1362.24
512010.SH,2025,243,5.9229,1439.25
512010.SH,2026,177,5.315,940.76
159933.SZ,2013,55,0.0591,3.25
159933.SZ,2014,245,0.0392,9.62
159933.SZ,2015,244,0.0582,14.19
159933.SZ,2016,236,0.0009,0.2
159933.SZ,2017,227,0.0003,0.08
159933.SZ,2018,220,0.0003,0.06
159933.SZ,2019,211,0.0005,0.1
159933.SZ,2020,238,0.0056,1.34
159933.SZ,2021,243,0.0021,0.5
159933.SZ,2022,242,0.0009,0.22
159933.SZ,2023,240,0.0006,0.16
159933.SZ,2024,233,0.0021,0.49
159933.SZ,2025,242,0.0016,0.4
159933.SZ,2026,177,0.0026,0.46
159931.SZ,2013,70,0.1137,7.96
159931.SZ,2014,245,0.0575,14.09
159931.SZ,2015,244,0.0774,18.89
159931.SZ,2016,241,0.0014,0.34
159931.SZ,2017,244,0.001,0.24
159931.SZ,2018,242,0.001,0.25
159931.SZ,2019,244,0.0059,1.43
159931.SZ,2020,243,0.0338,8.21
159931.SZ,2021,243,0.0225,5.48
159931.SZ,2022,242,0.0118,2.87
159931.SZ,2023,242,0.0172,4.16
159931.SZ,2024,242,0.0321,7.78
159931.SZ,2025,243,0.024,5.83
159931.SZ,2026,177,0.0105,1.86
159930.SZ,2013,70,0.0546,3.82
159930.SZ,2014,245,0.0115,2.82
159930.SZ,2015,243,0.0114,2.77
159930.SZ,2016,242,0.0016,0.39
159930.SZ,2017,243,0.0013,0.31
159930.SZ,2018,243,0.0028,0.68
159930.SZ,2019,244,0.0062,1.51
159930.SZ,2020,243,0.0815,19.8
159930.SZ,2021,243,0.209,50.78
159930.SZ,2022,242,0.2808,67.95
159930.SZ,2023,242,0.216,52.27
159930.SZ,2024,242,0.3335,80.72
159930.SZ,2025,243,0.3516,85.44
159930.SZ,2026,177,1.3623,241.14
159928.SZ,2013,70,0.1602,11.22
159928.SZ,2014,245,0.0213,5.21
159928.SZ,2015,244,0.0135,3.28
159928.SZ,2016,244,0.0036,0.89
159928.SZ,2017,244,0.0091,2.21
159928.SZ,2018,243,0.0415,10.09
159928.SZ,2019,244,0.3182,77.63
159928.SZ,2020,243,1.2635,307.04
159928.SZ,2021,243,1.6243,394.7
159928.SZ,2022,242,1.7198,416.18
159928.SZ,2023,242,1.7165,415.4
159928.SZ,2024,242,2.1209,513.27
159928.SZ,2025,243,4.7395,1151.71
159928.SZ,2026,177,4.1545,735.35
159929.SZ,2013,70,0.2071,14.5
159929.SZ,2014,245,0.0452,11.07
159929.SZ,2015,244,0.0474,11.57
159929.SZ,2016,244,0.0067,1.64
159929.SZ,2017,244,0.0062,1.52
159929.SZ,2018,243,0.0224,5.44
159929.SZ,2019,244,0.0656,16.01
159929.SZ,2020,243,0.2911,70.73
159929.SZ,2021,243,0.2961,71.95
159929.SZ,2022,242,0.4055,98.13
159929.SZ,2023,242,0.6918,167.42
159929.SZ,2024,242,0.7043,170.44
159929.SZ,2025,243,0.7382,179.38
159929.SZ,2026,177,0.8899,157.51
518880.SH,2013,105,0.2691,28.25
518880.SH,2014,245,0.2743,67.21
518880.SH,2015,244,0.4987,121.67
518880.SH,2016,244,4.234,1033.09
518880.SH,2017,244,11.7257,2861.06
518880.SH,2018,243,10.4872,2548.4
518880.SH,2019,244,10.847,2646.68
518880.SH,2020,243,16.9699,4123.69
518880.SH,2021,243,12.3536,3001.91
518880.SH,2022,242,8.254,1997.46
518880.SH,2023,242,6.8568,1659.35
518880.SH,2024,242,12.819,3102.2
518880.SH,2025,243,39.3682,9566.46
518880.SH,2026,177,56.9987,10088.77
518800.SH,2013,105,0.0453,4.76
518800.SH,2014,245,0.013,3.18
518800.SH,2015,244,0.0754,18.4
518800.SH,2016,244,0.6795,165.81
518800.SH,2017,244,1.1773,287.27
518800.SH,2018,243,0.8306,201.83
518800.SH,2019,244,1.2035,293.66
518800.SH,2020,243,1.9003,461.78
518800.SH,2021,243,1.79,434.96
518800.SH,2022,242,1.7391,420.87
518800.SH,2023,242,1.5972,386.52
518800.SH,2024,242,1.5008,363.19
518800.SH,2025,243,3.0698,745.97
518800.SH,2026,177,6.4914,1148.98
159003.SZ,2014,53,4.2909,227.42
159003.SZ,2015,244,5.0892,1241.77
159003.SZ,2016,244,5.7005,1390.92
159003.SZ,2017,244,5.5758,1360.49
159003.SZ,2018,243,12.6999,3086.07
159003.SZ,2019,243,1.5858,385.34
159003.SZ,2020,243,0.4383,106.5
159003.SZ,2021,243,0.4955,120.4
159003.SZ,2022,242,0.1956,47.34
159003.SZ,2023,242,0.1352,32.71
159003.SZ,2024,242,0.1655,40.06
159003.SZ,2025,243,0.3125,75.95
159003.SZ,2026,177,0.3101,54.9
513100.SH,2013,155,0.0282,4.37
513100.SH,2014,245,0.0188,4.62
513100.SH,2015,244,0.66,161.03
513100.SH,2016,244,0.0481,11.75
513100.SH,2017,244,0.0605,14.77
513100.SH,2018,243,0.2981,72.44
513100.SH,2019,244,0.8617,210.26
513100.SH,2020,243,1.2727,309.26
513100.SH,2021,243,0.7114,172.87
513100.SH,2022,241,2.8947,697.63
513100.SH,2023,242,3.5781,865.89
513100.SH,2024,242,7.827,1894.14
513100.SH,2025,243,7.8236,1901.13
513100.SH,2026,177,5.6189,994.55
510510.SH,2013,148,0.0712,10.54
510510.SH,2014,245,0.2033,49.8
510510.SH,2015,244,0.6671,162.78
510510.SH,2016,244,0.137,33.42
510510.SH,2017,244,0.0787,19.2
510510.SH,2018,243,0.1839,44.68
510510.SH,2019,244,0.484,118.09
510510.SH,2020,243,0.6136,149.1
510510.SH,2021,243,0.3922,95.3
510510.SH,2022,242,0.4059,98.23
510510.SH,2023,242,0.6458,156.28
510510.SH,2024,242,0.7935,192.02
510510.SH,2025,243,0.4025,97.82
510510.SH,2026,177,0.875,154.88
511880.SH,2013,171,0.7413,126.76
511880.SH,2014,245,22.6243,5542.95
511880.SH,2015,244,50.0119,12202.9
511880.SH,2016,244,73.225,17866.91
511880.SH,2017,244,87.2814,21296.66
511880.SH,2018,243,84.1112,20439.03
511880.SH,2019,244,63.2349,15429.32
511880.SH,2020,243,96.2084,23378.64
511880.SH,2021,243,135.7114,32977.86
511880.SH,2022,242,129.1706,31259.27
511880.SH,2023,242,136.3566,32998.29
511880.SH,2024,242,115.1178,27858.51
511880.SH,2025,243,141.1109,34289.96
511880.SH,2026,177,174.1704,30828.15
159001.SZ,2014,53,2.5209,133.61
159001.SZ,2015,244,4.4127,1076.7
159001.SZ,2016,244,9.4906,2315.72
159001.SZ,2017,244,15.1818,3704.36
159001.SZ,2018,243,50.6692,12312.63
159001.SZ,2019,243,38.5212,9360.64
159001.SZ,2020,243,2.6098,634.19
159001.SZ,2021,243,6.3728,1548.6
159001.SZ,2022,242,4.9208,1190.85
159001.SZ,2023,242,4.8848,1182.11
159001.SZ,2024,242,4.9445,1196.56
159001.SZ,2025,243,5.2916,1285.85
159001.SZ,2026,177,6.4193,1136.22
510660.SH,2013,160,0.4932,78.91
510660.SH,2014,245,0.2181,53.43
510660.SH,2015,244,0.4271,104.22
510660.SH,2016,244,0.0338,8.25
510660.SH,2017,244,0.0094,2.3
510660.SH,2018,243,0.0211,5.12
510660.SH,2019,244,0.0263,6.43
510660.SH,2020,243,0.0413,10.03
510660.SH,2021,243,0.0397,9.65
510660.SH,2022,242,0.0313,7.58
510660.SH,2023,242,0.0368,8.9
510660.SH,2024,242,0.0366,8.85
510660.SH,2025,243,0.0268,6.51
510660.SH,2026,177,0.0947,16.76
510650.SH,2013,160,0.2985,47.77
510650.SH,2014,245,0.7205,176.52
510650.SH,2015,244,1.242,303.04
510650.SH,2016,243,0.011,2.68
510650.SH,2017,241,0.0038,0.92
510650.SH,2018,242,0.0075,1.81
510650.SH,2019,239,0.0032,0.77
510650.SH,2020,243,0.0244,5.94
510650.SH,2021,243,0.1913,46.48
510650.SH,2022,242,0.1249,30.22
510650.SH,2023,242,0.1097,26.55
510650.SH,2024,242,0.0872,21.1
510650.SH,2025,243,0.0288,7.01
510650.SH,2026,177,0.0147,2.6
510630.SH,2013,160,0.1408,22.53
510630.SH,2014,245,0.0987,24.19
510630.SH,2015,244,0.2913,71.07
510630.SH,2016,244,0.0235,5.74
510630.SH,2017,244,0.0231,5.64
510630.SH,2018,243,0.0147,3.56
510630.SH,2019,244,0.0233,5.69
510630.SH,2020,243,0.1397,33.94
510630.SH,2021,242,0.2098,50.77
510630.SH,2022,242,0.115,27.82
510630.SH,2023,242,0.1198,28.99
510630.SH,2024,242,0.1841,44.54
510630.SH,2025,243,0.2801,68.05
510630.SH,2026,177,0.3867,68.45
510310.SH,2013,187,0.1783,33.34
510310.SH,2014,245,0.1637,40.09
510310.SH,2015,244,0.3107,75.81
510310.SH,2016,244,0.0374,9.11
510310.SH,2017,244,0.0373,9.11
510310.SH,2018,243,0.0855,20.78
510310.SH,2019,244,0.7351,179.38
510310.SH,2020,243,2.0145,489.53
510310.SH,2021,243,1.7004,413.19
510310.SH,2022,242,1.423,344.36
510310.SH,2023,242,4.3481,1052.25
510310.SH,2024,242,18.2277,4411.11
510310.SH,2025,243,11.2618,2736.61
510310.SH,2026,177,23.9282,4235.29
511010.SH,2013,187,7.0275,1314.15
511010.SH,2014,245,6.1591,1508.98
511010.SH,2015,244,6.8325,1667.14
511010.SH,2016,244,2.4701,602.71
511010.SH,2017,244,4.7117,1149.65
511010.SH,2018,243,1.4385,349.56
511010.SH,2019,244,1.0488,255.9
511010.SH,2020,243,0.8433,204.91
511010.SH,2021,243,0.7814,189.87
511010.SH,2022,242,2.4034,581.62
511010.SH,2023,242,3.8688,936.25
511010.SH,2024,242,4.4894,1086.44
511010.SH,2025,243,11.571,2811.75
511010.SH,2026,177,12.3139,2179.55
159925.SZ,2013,176,0.1789,31.49
159925.SZ,2014,245,0.0931,22.82
159925.SZ,2015,244,0.0573,13.99
159925.SZ,2016,244,0.0065,1.6
159925.SZ,2017,244,0.0048,1.17
159925.SZ,2018,243,0.0029,0.7
159925.SZ,2019,244,0.009,2.2
159925.SZ,2020,243,0.0244,5.92
159925.SZ,2021,243,0.058,14.09
159925.SZ,2022,242,0.0292,7.06
159925.SZ,2023,242,0.1123,27.17
159925.SZ,2024,240,1.6811,403.47
159925.SZ,2025,243,1.0315,250.66
159925.SZ,2026,177,1.0945,193.72
159923.SZ,2013,201,0.0218,4.38
159923.SZ,2014,242,0.0223,5.39
159923.SZ,2015,244,0.0541,13.21
159923.SZ,2016,239,0.0013,0.3
159923.SZ,2017,242,0.0042,1.02
159923.SZ,2018,243,0.0098,2.39
159923.SZ,2019,244,0.0046,1.12
159923.SZ,2020,242,0.0038,0.93
159923.SZ,2021,243,0.0033,0.81
159923.SZ,2022,242,0.0018,0.43
159923.SZ,2023,242,0.0017,0.41
159923.SZ,2024,242,0.02,4.85
159923.SZ,2025,243,0.0057,1.38
159923.SZ,2026,177,0.0227,4.02
159922.SZ,2013,193,0.2026,39.1
159922.SZ,2014,245,0.0126,3.09
159922.SZ,2015,244,0.185,45.13
159922.SZ,2016,244,0.0102,2.49
159922.SZ,2017,244,0.0072,1.75
159922.SZ,2018,243,0.0194,4.72
159922.SZ,2019,244,0.7788,190.02
159922.SZ,2020,243,1.6971,412.4
159922.SZ,2021,243,1.0707,260.18
159922.SZ,2022,242,3.1211,755.31
159922.SZ,2023,242,5.3709,1299.76
159922.SZ,2024,242,5.4678,1323.2
159922.SZ,2025,243,2.9311,712.27
159922.SZ,2026,177,7.3175,1295.19
510500.SH,2013,193,0.1322,25.51
510500.SH,2014,245,0.4305,105.48
510500.SH,2015,242,3.154,763.28
510500.SH,2016,244,1.9422,473.89
510500.SH,2017,244,1.7132,418.02
510500.SH,2018,243,6.0081,1459.96
510500.SH,2019,244,13.1688,3213.19
510500.SH,2020,243,13.6561,3318.44
510500.SH,2021,243,12.5411,3047.5
510500.SH,2022,242,14.2015,3436.76
510500.SH,2023,242,14.8457,3592.67
510500.SH,2024,242,22.8031,5518.35
510500.SH,2025,243,17.4487,4240.03
510500.SH,2026,177,48.8835,8652.38
511990.SH,2013,222,8.6651,1923.66
511990.SH,2014,245,88.1169,21588.63
511990.SH,2015,244,211.6969,51654.04
511990.SH,2016,244,124.0851,30276.76
511990.SH,2017,244,121.8226,29724.72
511990.SH,2018,243,100.9224,24524.15
511990.SH,2019,244,84.0981,20519.93
511990.SH,2020,243,113.4809,27575.87
511990.SH,2021,243,172.6383,41951.1
511990.SH,2022,242,163.3546,39531.81
511990.SH,2023,242,134.2146,32479.92
511990.SH,2024,242,122.3825,29616.56
511990.SH,2025,243,111.6183,27123.24
511990.SH,2026,177,110.821,19615.32
510330.SH,2013,230,0.7358,169.23
510330.SH,2014,245,1.3203,323.46
510330.SH,2015,244,1.8501,451.41
510330.SH,2016,244,0.0974,23.76
510330.SH,2017,244,0.1237,30.19
510330.SH,2018,243,1.124,273.13
510330.SH,2019,244,4.4995,1097.89
510330.SH,2020,243,6.6898,1625.62
510330.SH,2021,243,5.5138,1339.84
510330.SH,2022,242,4.6992,1137.22
510330.SH,2023,242,5.9258,1434.03
510330.SH,2024,242,10.9695,2654.63
510330.SH,2025,243,6.0995,1482.19
510330.SH,2026,177,17.0434,3016.68
159920.SZ,2012,51,0.3725,19.0
159920.SZ,2013,238,0.025,5.94
159920.SZ,2014,245,0.0152,3.72
159920.SZ,2015,244,0.6399,156.14
159920.SZ,2016,244,0.3832,93.49
159920.SZ,2017,244,2.2948,559.93
159920.SZ,2018,243,4.7545,1155.34
159920.SZ,2019,244,7.5432,1840.54
159920.SZ,2020,243,11.867,2883.67
159920.SZ,2021,243,10.5254,2557.68
159920.SZ,2022,242,7.1146,1721.73
159920.SZ,2023,242,5.8074,1405.4
159920.SZ,2024,242,8.1305,1967.57
159920.SZ,2025,243,7.8573,1909.32
159920.SZ,2026,177,4.4464,787.01
510900.SH,2012,51,0.2294,11.7
510900.SH,2013,238,0.0144,3.44
510900.SH,2014,244,0.0106,2.59
510900.SH,2015,244,2.206,538.26
510900.SH,2016,244,4.0041,977.01
510900.SH,2017,244,9.7578,2380.91
510900.SH,2018,243,14.6976,3571.51
510900.SH,2019,244,9.7342,2375.15
510900.SH,2020,243,15.9439,3874.36
510900.SH,2021,243,8.8902,2160.33
510900.SH,2022,242,4.9643,1201.36
510900.SH,2023,242,3.6331,879.21
510900.SH,2024,242,4.826,1167.9
510900.SH,2025,243,3.5912,872.67
510900.SH,2026,177,1.9499,345.14
159919.SZ,2012,149,1.9552,291.33
159919.SZ,2013,238,1.6732,398.23
159919.SZ,2014,245,4.0658,996.13
159919.SZ,2015,244,7.1106,1734.99
159919.SZ,2016,244,0.3991,97.37
159919.SZ,2017,244,0.3566,87.0
159919.SZ,2018,243,0.5905,143.48
159919.SZ,2019,243,3.1488,765.16
159919.SZ,2020,243,7.3829,1794.04
159919.SZ,2021,243,5.0216,1220.24
159919.SZ,2022,242,4.562,1104.0
159919.SZ,2023,242,7.8438,1898.2
159919.SZ,2024,242,15.4913,3748.89
159919.SZ,2025,243,8.3501,2029.08
159919.SZ,2026,177,19.9178,3525.46
510300.SH,2012,150,6.9336,1040.05
510300.SH,2013,238,9.5565,2274.45
510300.SH,2014,245,15.642,3832.29
510300.SH,2015,244,34.2619,8359.91
510300.SH,2016,244,6.2277,1519.57
510300.SH,2017,244,4.2263,1031.23
510300.SH,2018,243,7.9462,1930.93
510300.SH,2019,244,13.164,3212.02
510300.SH,2020,243,19.3032,4690.68
510300.SH,2021,243,21.1993,5151.44
510300.SH,2022,242,21.1263,5112.57
510300.SH,2023,242,30.2437,7318.98
510300.SH,2024,242,53.4443,12933.52
510300.SH,2025,243,39.1093,9503.57
510300.SH,2026,177,59.3494,10504.84
510410.SH,2012,161,0.0917,14.77
510410.SH,2013,238,0.0149,3.54
510410.SH,2014,245,0.0146,3.59
510410.SH,2015,244,0.3229,78.8
510410.SH,2016,244,0.003,0.73
510410.SH,2017,243,0.004,0.97
510410.SH,2018,243,0.0025,0.6
510410.SH,2019,244,0.0226,5.51
510410.SH,2020,243,0.1415,34.39
510410.SH,2021,243,0.2001,48.63
510410.SH,2022,242,0.2162,52.31
510410.SH,2023,242,0.2249,54.43
510410.SH,2024,242,0.1986,48.07
510410.SH,2025,243,0.1359,33.03
510410.SH,2026,177,0.3408,60.33
159918.SZ,2012,161,0.0174,2.8
159918.SZ,2013,238,0.0048,1.15
159918.SZ,2014,234,0.0015,0.36
159918.SZ,2015,244,0.0065,1.6
159918.SZ,2016,228,0.0007,0.16
159918.SZ,2017,235,0.0005,0.12
159918.SZ,2018,237,0.0006,0.13
159918.SZ,2019,240,0.0009,0.22
159918.SZ,2020,242,0.0014,0.33
159918.SZ,2021,233,0.0008,0.19
159918.SZ,2022,234,0.0008,0.18
159918.SZ,2023,237,0.0023,0.54
159918.SZ,2024,239,0.005,1.19
159918.SZ,2025,243,0.0034,0.82
159918.SZ,2026,177,0.0175,3.1
159913.SZ,2011,49,0.068,3.33
159913.SZ,2012,242,0.0018,0.43
159913.SZ,2013,220,0.0039,0.86
159913.SZ,2014,220,0.0046,1.02
159913.SZ,2015,241,0.028,6.75
159913.SZ,2016,233,0.0005,0.11
159913.SZ,2017,222,0.0011,0.24
159913.SZ,2018,240,0.0011,0.27
