symbol,trade_date,fd_share,close
551510.SH,20260831,14221.61,102.389
551560.SH,20260831,17165.88,101.95
560270.SH,20260831,16593.9,0.939
589190.SH,20260831,331956.2,0.65
516180.SH,20260831,14998.7,0.689
561960.SH,20260831,5738.52,1.305
551300.SH,20260831,5095.75,102.222
551500.SH,20260831,12822.0,102.238
513300.SH,20260831,533317.1,2.694
562600.SH,20260831,45393.74,0.784
563690.SH,20260831,3488.2,1.029
513720.SH,20260831,24885.9,0.652
589030.SH,20260831,85607.7,1.175
512260.SH,20260831,2049.77,1.931
588060.SH,20260831,718314.0,1.068
563790.SH,20260831,119544.7,0.836
512180.SH,20260831,4804.8,1.705
515900.SH,20260831,222724.65,1.666
517360.SH,20260831,2508.3,0.953
562550.SH,20260831,152741.93,1.125
588660.SH,20260831,3834.4,1.818
513280.SH,20260831,36411.45,1.123
560400.SH,20260831,17349.3,1.001
512450.SH,20260831,10836.7,0.915
511270.SH,20260831,8966.75,121.228
588380.SH,20260831,267577.0,1.111
588090.SH,20260831,298807.28,1.73
561790.SH,20260831,5693.4,1.273
588190.SH,20260831,133361.83,1.813
562510.SH,20260831,111509.5,0.574
516160.SH,20260831,151464.2,2.452
588700.SH,20260831,45283.62,0.994
562390.SH,20260831,7942.9,0.87
560060.SH,20260831,7609.0,0.919
515840.SH,20260831,3342.64,1.033
515460.SH,20260831,27609.1,0.927
516370.SH,20260831,29640.8,0.914
560320.SH,20260831,11833.2,0.937
588510.SH,20260831,32317.5,0.864
515680.SH,20260831,109926.47,1.694
515770.SH,20260831,3972.73,1.41
517350.SH,20260831,4904.2,0.925
517080.SH,20260831,17316.6,1.002
560300.SH,20260831,2680.34,2.289
513920.SH,20260831,260823.1,1.574
560250.SH,20260831,14983.3,1.006
589950.SH,20260831,35787.3,1.364
520910.SH,20260831,75144.5,0.634
526050.SH,20260831,5363.0,1.104
510210.SH,20260831,1462119.26,1.017
511930.SH,20260831,1849.0,99.997
511980.SH,20260831,2411.0,100.079
515310.SH,20260831,32161.12,1.39
511060.SH,20260831,2143.63,108.704
588800.SH,20260831,169987.7,1.805
510980.SH,20260831,60579.8,1.417
513870.SH,20260831,137667.1,2.061
563530.SH,20260831,157074.8,1.113
560290.SH,20260831,36869.4,0.852
560310.SH,20260831,18512.2,0.756
510030.SH,20260831,14772.98,1.074
515860.SH,20260831,10187.89,2.145
516820.SH,20260831,457241.52,0.349
588210.SH,20260831,24075.4,1.837
561430.SH,20260831,3722.32,1.063
561420.SH,20260831,101423.7,1.108
589400.SH,20260831,29978.52,0.782
512120.SH,20260831,77724.19,0.459
560850.SH,20260831,7016.4,1.384
588110.SH,20260831,100903.2,0.642
589720.SH,20260831,486282.3,0.899
512330.SH,20260831,35518.8,1.91
515360.SH,20260831,3727.93,6.796
588850.SH,20260831,7877.9,1.863
589080.SH,20260831,17306.1,1.583
562990.SH,20260831,37675.6,0.966
589130.SH,20260831,332678.0,1.423
563590.SH,20260831,6194.44,0.983
520680.SH,20260831,6936.9,0.81
561890.SH,20260831,4111.26,1.023
589290.SH,20260831,13584.89,0.814
520900.SH,20260831,153167.5,1.016
516190.SH,20260831,11381.85,1.013
589500.SH,20260831,8006.4,1.614
560630.SH,20260831,15539.4,1.105
511020.SH,20260831,3827.75,118.086
561700.SH,20260831,35231.36,1.098
516080.SH,20260831,524555.48,0.678
515110.SH,20260831,21429.5,1.667
561510.SH,20260831,6420.6,0.938
515020.SH,20260831,38884.53,1.774
515010.SH,20260831,205777.16,1.272
563650.SH,20260831,14090.9,1.292
512530.SH,20260831,9450.2,1.661
562800.SH,20260831,568124.5,0.963
511030.SH,20260831,40274.07,108.294
180106.SZ,20260831,40000.0,2.563
159819.SZ,20260831,1209322.9669,1.78
159757.SZ,20260831,24793.1891,0.78
159363.SZ,20260831,562016.9924,1.246
159257.SZ,20260831,14941.6949,0.863
159903.SZ,20260831,44215.4507,1.712
159519.SZ,20260831,5815.7854,1.809
159028.SZ,20260831,12544.9016,0.76
159050.SZ,20260831,66270.3612,0.857
159831.SZ,20260831,23765.6243,9.216
159555.SZ,20260831,3746.2705,1.8
159182.SZ,20260831,3648.5663,0.936
159036.SZ,20260831,28974.0164,0.948
159037.SZ,20260831,7024.9832,1.006
159059.SZ,20260831,5683.0063,1.013
158000.SZ,20260831,15492.5835,1.029
159027.SZ,20260831,11247.2283,0.924
159153.SZ,20260831,9122.5988,1.208
159171.SZ,20260831,21453.2934,0.826
159192.SZ,20260831,1798.7065,0.97
159393.SZ,20260831,9514.6342,4.971
159201.SZ,20260831,1375627.5939,1.195
159217.SZ,20260831,595515.7596,1.176
159964.SZ,20260831,16948.1881,2.258
159087.SZ,20260831,3599.215,1.067
159073.SZ,20260831,7517.3864,1.065
159075.SZ,20260831,17719.7165,0.931
158012.SZ,20260831,28382.5566,0.969
159030.SZ,20260831,37146.8176,0.9
159570.SZ,20260831,1609359.7142,1.448
159954.SZ,20260831,18910.5083,0.926
159849.SZ,20260831,15637.2396,0.5
159688.SZ,20260831,133827.848,0.757
159957.SZ,20260831,117878.456,2.262
159290.SZ,20260831,4510.0396,1.164
159830.SZ,20260831,34851.4066,9.545
159103.SZ,20260831,31240.6771,0.679
159299.SZ,20260831,67347.2981,0.719
159116.SZ,20260831,11390.2743,102.375
159106.SZ,20260831,3957.9488,1.055
159107.SZ,20260831,77482.3006,0.762
159388.SZ,20260831,88473.6984,1.02
159912.SZ,20260831,6844.8991,1.93
159728.SZ,20260831,4741.0129,0.794
159670.SZ,20260831,5570.6921,0.875
159995.SZ,20260831,2417112.6012,1.168
159797.SZ,20260831,39498.9247,0.679
159568.SZ,20260831,35485.7901,1.128
159043.SZ,20260831,9277.0695,0.995
159199.SZ,20260831,6615.4938,0.913
159035.SZ,20260831,60685.9726,0.842
159038.SZ,20260831,20202.6939,0.967
159068.SZ,20260831,6633.657,1.022
159083.SZ,20260831,18937.0472,1.0
159058.SZ,20260831,9233.1247,0.998
158008.SZ,20260831,25041.3126,0.977
158001.SZ,20260831,19739.2624,1.004
159052.SZ,20260831,19392.6092,0.842
159873.SZ,20260831,47192.0,0.528
159707.SZ,20260831,114554.8214,0.477
159377.SZ,20260831,12312.9399,0.995
159657.SZ,20260831,16451.4819,0.59
159216.SZ,20260831,1404.825,1.47
159961.SZ,20260831,9924.5196,2.211
159851.SZ,20260831,1009990.4148,0.638
159232.SZ,20260831,213094.8566,1.216
159236.SZ,20260831,3872.2161,1.215
159336.SZ,20260831,30690.509,1.236
159178.SZ,20260831,8643.2994,1.058
159033.SZ,20260831,11132.3473,1.022
159017.SZ,20260831,15125.6813,0.94
159099.SZ,20260831,10961.0546,1.007
159188.SZ,20260831,6660.1882,0.945
159018.SZ,20260831,2590.4203,0.925
159161.SZ,20260831,6833.126,0.94
159069.SZ,20260831,4077.044,1.007
159928.SZ,20260831,2305262.904,0.666
159869.SZ,20260831,808708.2127,1.099
159237.SZ,20260831,4333.4226,0.856
159221.SZ,20260831,113101.3233,1.188
159719.SZ,20260831,2519.5986,1.614
159952.SZ,20260831,543948.4929,2.097
159870.SZ,20260831,1677610.7019,0.831
159537.SZ,20260831,15028.5204,0.917
159239.SZ,20260831,8878.0753,0.767
159238.SZ,20260831,5501.6186,1.311
159205.SZ,20260831,58105.6064,1.69
159906.SZ,20260831,14163.9725,1.719
159601.SZ,20260831,139598.8073,1.127
159235.SZ,20260831,189272.9545,1.24
159838.SZ,20260831,22576.3462,0.581
159529.SZ,20260831,81153.6791,1.299
180801.SZ,20260831,10000.0,11.518
159672.SZ,20260831,12988.7409,0.631
159207.SZ,20260831,222248.3345,1.148
159213.SZ,20260831,49173.7566,1.174
159971.SZ,20260831,173402.0288,1.201
159651.SZ,20260831,965.8448,108.063
159387.SZ,20260831,145118.9648,0.727
180101.SZ,20260831,142113.0866,1.575
159929.SZ,20260831,165170.4203,1.32
159245.SZ,20260831,7111.3296,0.782
159262.SZ,20260831,559622.0485,0.851
159263.SZ,20260831,612110.5126,1.16
159671.SZ,20260831,89355.1737,1.364
159220.SZ,20260831,51356.9526,0.585
159916.SZ,20260831,4256.6039,5.175
159880.SZ,20260831,127010.3036,0.996
159706.SZ,20260831,4038.68,0.926
159763.SZ,20260831,8970.7747,0.733
159233.SZ,20260831,62362.3418,1.212
159994.SZ,20260831,392500.3358,1.287
159787.SZ,20260831,13102.1633,0.598
159518.SZ,20260831,165632.5369,1.268
159140.SZ,20260831,50193.6834,1.27
159138.SZ,20260831,29526.7924,0.908
159842.SZ,20260831,909225.0631,1.052
159602.SZ,20260831,40254.2944,1.091
159501.SZ,20260831,677298.6575,2.1
159248.SZ,20260831,13609.5652,1.781
159966.SZ,20260831,64199.9521,0.535
159974.SZ,20260831,4043.2422,1.805
159566.SZ,20260831,269873.9776,1.832
159685.SZ,20260831,1944.0067,1.496
159392.SZ,20260831,18628.55,0.949
159218.SZ,20260831,205061.639,1.357
159908.SZ,20260831,31722.9029,3.222
159743.SZ,20260831,10994.11,1.41
159369.SZ,20260831,38875.3492,1.38
159226.SZ,20260831,8409.484,1.286
159806.SZ,20260831,86708.9446,0.707
159623.SZ,20260831,309027.1695,0.978
159867.SZ,20260831,160364.3594,0.559
159219.SZ,20260831,838.8018,1.368
159241.SZ,20260831,134307.4265,1.044
159967.SZ,20260831,736110.5811,0.787
159888.SZ,20260831,6944.6068,1.036
159560.SZ,20260831,19641.646,2.322
159247.SZ,20260831,45798.4966,1.032
159135.SZ,20260831,61846.6376,0.792
159730.SZ,20260831,4257.134,1.026
159269.SZ,20260831,187631.1712,0.854
512500.SH,20260831,184560.88,4.507
560010.SH,20260831,185862.17,3.23
560080.SH,20260831,225976.5,0.957
516330.SH,20260831,847.13,1.593
516210.SH,20260831,7753.1,1.411
562920.SH,20260831,9306.9,0.956
515950.SH,20260831,53020.06,0.94
560050.SH,20260831,217243.44,1.101
561580.SH,20260831,193087.07,1.275
588130.SH,20260831,45408.26,1.013
588500.SH,20260831,4664.7,2.627
588830.SH,20260831,61384.79,1.22
560530.SH,20260831,399162.37,1.224
588160.SH,20260831,84399.6,1.101
515390.SH,20260831,192668.3,1.369
520920.SH,20260831,1887901.9,0.685
515970.SH,20260831,59508.8,0.846
563930.SH,20260831,2859.2,1.075
560710.SH,20260831,171858.0,0.912
513360.SH,20260831,61771.39,0.476
516730.SH,20260831,22738.08,1.003
588910.SH,20260831,10004.91,1.513
515710.SH,20260831,232459.98,0.495
561260.SH,20260831,2409.52,1.26
551900.SH,20260831,13893.17,101.824
589700.SH,20260831,3029.1,2.222
563090.SH,20260831,5584.8,1.431
510170.SH,20260831,33491.48,1.443
516290.SH,20260831,73919.69,0.518
520580.SH,20260831,29098.39,0.947
511190.SH,20260831,14765.43,102.754
512570.SH,20260831,404780.61,1.111
513690.SH,20260831,314997.99,1.156
530280.SH,20260831,2993.4,1.211
589900.SH,20260831,17390.82,1.595
510710.SH,20260831,10371.89,4.339
511690.SH,20260831,60473.0,100.002
513060.SH,20260831,858539.33,0.574
515070.SH,20260831,753294.04,1.126
515560.SH,20260831,19288.33,1.013
515200.SH,20260831,3794.32,2.526
562500.SH,20260831,1845868.73,0.973
513810.SH,20260831,4199.2,1.777
511130.SH,20260831,19398.97,108.02
517400.SH,20260831,97679.2,1.749
513970.SH,20260831,140704.1,0.812
511770.SH,20260831,4038.0,100.002
513830.SH,20260831,5381.1,1.216
511110.SH,20260831,31989.96,103.198
588770.SH,20260831,31159.71,1.874
560330.SH,20260831,1713.0,1.25
510900.SH,20260831,322102.19,1.047
511830.SH,20260831,3136.0,100.0
560030.SH,20260831,2343.2,1.318
510230.SH,20260831,67480.8,1.332
515380.SH,20260831,66249.98,5.438
520760.SH,20260831,12846.6,0.976
589280.SH,20260831,14906.9,0.944
530060.SH,20260831,89119.3,1.008
561410.SH,20260831,20561.33,0.965
589460.SH,20260831,21463.09,0.984
561030.SH,20260831,18655.0,0.88
589350.SH,20260831,21828.15,0.787
561390.SH,20260831,8812.81,1.009
512420.SH,20260831,7523.89,0.968
512940.SH,20260831,214470.5,0.869
516440.SH,20260831,13962.66,0.947
561630.SH,20260831,4089.8,1.053
561490.SH,20260831,8963.13,1.035
589300.SH,20260831,4158.25,1.74
510330.SH,20260831,840714.98,4.884
511360.SH,20260831,73641.46,113.867
589630.SH,20260831,34325.8,0.792
562330.SH,20260831,1201.89,1.257
513950.SH,20260831,240911.9,1.252
512160.SH,20260831,12177.78,1.54
588080.SH,20260831,2470062.81,1.72
513580.SH,20260831,606011.8,0.579
513160.SH,20260831,318918.93,0.967
588980.SH,20260831,1192.0,1.671
516850.SH,20260831,13923.7,0.902
560190.SH,20260831,2683.4,1.013
512220.SH,20260831,20996.76,3.904
561190.SH,20260831,19331.8,0.963
589880.SH,20260831,45499.6,1.568
563030.SH,20260831,12716.9,1.609
562660.SH,20260831,34687.4,1.912
561090.SH,20260831,21297.4,1.238
516640.SH,20260831,129048.28,1.473
562820.SH,20260831,41640.8,0.989
520890.SH,20260831,8050.8,1.333
515810.SH,20260831,26390.88,1.726
515660.SH,20260831,43359.42,5.866
516660.SH,20260831,15468.9,0.981
158023.SZ,20260831,35008.0789,
158013.SZ,20260831,20934.5203,
561690.SH,20260831,43138.0633,
