sw_l1,sw_l2,sw_l3,组内排名,symbol,name,mktcap_yi,avg_amount_20d_yi,price,listing_date,is_st,已纳入
机械设备,通用设备,仪器仪表,58,688628.SS,优利德,85.7,3.6567,76.25,2021-02-01,0,True
机械设备,通用设备,其他通用设备,59,300420.SZ,五洋自控,83.51,7.9181,7.48,2015-02-17,0,False
机械设备,通用设备,制冷空调设备,60,301070.SZ,开勒股份,83.02,1.6534,65.8,2021-09-23,0,False
机械设备,通用设备,金属制品,61,605100.SS,华丰股份,81.46,1.2717,34.08,2020-08-11,0,False
机械设备,通用设备,机床工具,62,002943.SZ,宇晶股份,79.44,3.5029,29.77,2018-11-29,0,False
机械设备,通用设备,金属制品,63,603270.SS,金帝股份,77.17,3.714,35.22,2023-09-01,0,False
机械设备,通用设备,金属制品,64,002342.SZ,巨力索具,76.42,3.1957,7.96,2010-01-26,0,False
机械设备,通用设备,金属制品,65,002150.SZ,正泰电源,75.31,1.6341,20.87,2007-08-10,0,False
机械设备,通用设备,仪器仪表,66,301413.SZ,安培龙,75.28,1.6447,54.79,2023-12-18,0,False
机械设备,通用设备,机床工具,67,688305.SS,科德数控,74.09,1.8017,55.89,2021-07-09,0,False
机械设备,通用设备,其他通用设备,68,301317.SZ,鑫磊股份,73.74,1.7174,46.91,2023-01-19,0,False
机械设备,通用设备,金属制品,69,002445.SZ,中南文化,73.44,3.6924,3.09,2010-07-13,0,False
机械设备,通用设备,磨具磨料,70,300700.SZ,岱勒新材,71.47,1.5371,18.0,2017-09-12,0,False
机械设备,通用设备,金属制品,71,603400.SS,华之杰,70.98,2.4622,54.67,2025-06-20,0,False
机械设备,通用设备,金属制品,72,300985.SZ,致远新能,69.59,1.2331,37.31,2021-04-29,0,False
机械设备,通用设备,金属制品,73,301160.SZ,翔楼新材,69.34,1.9073,41.59,2022-06-06,0,False
机械设备,通用设备,金属制品,74,300488.SZ,恒锋工具,68.17,1.7351,35.65,2015-07-01,0,False
机械设备,通用设备,金属制品,75,300943.SZ,春晖智控,66.3,4.3511,32.53,2021-02-10,0,False
机械设备,通用设备,金属制品,76,603969.SS,银龙股份,65.63,1.1092,7.53,2015-02-27,0,False
机械设备,通用设备,其他通用设备,77,688448.SS,磁谷科技,65.63,1.6916,67.3,2022-09-21,0,False
机械设备,通用设备,仪器仪表,78,300553.SZ,集智股份,65.58,2.8741,59.07,2016-10-21,0,False
机械设备,通用设备,其他通用设备,79,603279.SS,景津装备,64.32,1.0883,11.16,2019-07-29,0,False
机械设备,通用设备,仪器仪表,80,301528.SZ,多浦乐,62.94,1.0914,70.12,2023-08-28,0,False
机械设备,通用设备,其他通用设备,81,300154.SZ,瑞凌股份,62.22,2.0116,13.84,2010-12-29,0,False
机械设备,通用设备,金属制品,82,000595.SZ,新能股份,61.94,1.5398,5.44,1996-04-19,0,False
机械设备,通用设备,金属制品,83,002132.SZ,恒星科技,60.27,3.7206,4.3,2007-04-27,0,False
机械设备,通用设备,机床工具,84,002559.SZ,亚威股份,58.35,1.6079,9.09,2011-03-03,0,False
机械设备,通用设备,金属制品,85,301137.SZ,哈焊华通,57.74,1.2274,31.76,2022-03-22,0,False
机械设备,通用设备,金属制品,86,301261.SZ,恒工精密,56.67,1.1931,53.73,2023-07-10,0,False
机械设备,通用设备,其他通用设备,87,300984.SZ,金沃股份,56.1,1.0176,29.15,2021-06-18,0,False
机械设备,通用设备,仪器仪表,88,300572.SZ,安车检测,54.8,1.3933,23.93,2016-12-06,0,False
机械设备,通用设备,仪器仪表,89,688115.SS,思林杰,54.57,1.202,58.47,2022-03-14,0,False
机械设备,通用设备,金属制品,90,601177.SS,杭齿前进,54.14,1.1572,13.28,2010-10-11,0,False
机械设备,通用设备,金属制品,91,002026.SZ,山东威达,52.95,1.8422,12.02,2004-07-27,0,False
机械设备,通用设备,金属制品,92,688379.SS,华光新材,52.93,2.2652,55.73,2020-08-19,0,False
机械设备,通用设备,其他通用设备,93,301468.SZ,博盈特焊,51.52,1.3081,30.46,2023-07-24,0,False
机械设备,通用设备,金属制品,94,301677.SZ,欣兴工具,49.08,1.188,49.08,2026-07-30,0,False
机械设备,通用设备,仪器仪表,95,688600.SS,皖仪科技,46.21,1.7356,34.300000000000004,2020-07-03,0,False
机械设备,通用设备,磨具磨料,96,300606.SZ,金太阳,46.01,2.4616,33.26,2017-02-08,0,False
机械设备,通用设备,仪器仪表,97,300259.SZ,新天科技,45.97,1.3062,3.98,2011-08-31,0,False
机械设备,通用设备,机床工具,98,002520.SZ,日发精机,45.46,1.8599,6.06,2010-12-10,0,False
机械设备,通用设备,制冷空调设备,99,603912.SS,佳力图,45.23,2.1033,8.34,2017-11-01,0,False
机械设备,通用设备,机床工具,100,002903.SZ,宇环数控,45.06,4.6319,28.95,2017-10-13,0,False
机械设备,通用设备,金属制品,101,002843.SZ,泰嘉股份,41.26,1.6849,16.39,2017-01-20,0,False
机械设备,通用设备,仪器仪表,102,301360.SZ,荣旗科技,41.03,1.6412,58.8,2023-04-25,0,False
机械设备,通用设备,其他通用设备,103,603090.SS,宏盛股份,39.62,2.872,39.62,2016-08-31,0,False
机械设备,通用设备,仪器仪表,104,002849.SZ,威星智能,39.03,1.4284,17.69,2017-02-17,0,False
机械设备,通用设备,制冷空调设备,105,603339.SS,四方科技,38.56,1.5499,12.46,2016-05-19,0,False
机械设备,通用设备,制冷空调设备,106,301399.SZ,英特科技,36.86,1.7314,19.92,2023-05-23,0,False
机械设备,通用设备,金属制品,107,301151.SZ,冠龙节能,35.34,1.3296,20.91,2022-04-11,0,False
机械设备,通用设备,制冷空调设备,108,002686.SZ,亿利达,34.94,1.7913,6.17,2012-07-03,0,False
机械设备,通用设备,金属制品,109,002795.SZ,永和智控,33.04,1.0747,7.48,2016-04-28,0,False
机械设备,通用设备,仪器仪表,110,300112.SZ,万讯自控,32.52,4.1443,10.16,2010-08-27,0,False
机械设备,通用设备,其他通用设备,111,300157.SZ,新锦动力,29.57,1.5056,3.85,2011-01-07,0,False
机械设备,通用设备,机床工具,112,002248.SZ,华东数控,28.35,2.2304,9.22,2008-06-12,0,False
机械设备,通用设备,金属制品,113,300828.SZ,锐新科技,27.96,1.1704,16.8,2020-04-21,0,False
机械设备,通用设备,金属制品,114,300780.SZ,德恩精工,27.37,1.036,18.66,2019-05-31,0,False
汽车,乘用车,电动乘用车,1,002594.SZ,比亚迪,7664.83,23.3548,84.07000000000001,2011-06-30,0,True
汽车,乘用车,综合乘用车,2,600104.SS,上汽集团,1284.02,6.3134,11.17,1997-11-25,0,True
汽车,乘用车,综合乘用车,3,601633.SS,长城汽车,1224.15,1.9889,14.27,2011-09-28,0,True
汽车,乘用车,电动乘用车,4,601127.SS,赛力斯,789.12,9.043,45.3,2016-06-15,0,True
汽车,乘用车,综合乘用车,5,000625.SZ,长安汽车,701.83,2.9019,7.08,1997-06-10,0,True
汽车,乘用车,综合乘用车,6,601238.SS,广汽集团,519.03,1.7327,5.09,2012-03-29,0,False
汽车,乘用车,电动乘用车,7,600733.SS,北汽蓝谷,285.25,3.6148,4.48,1996-08-16,0,False
汽车,乘用车,综合乘用车,8,000572.SZ,海马汽车,66.11,2.3191,4.0200000000000005,1994-08-08,0,False
汽车,商用车,商用载客车,1,600066.SS,宇通客车,587.8,4.6782,26.55,1997-05-08,0,False
汽车,商用车,商用载货车,2,600418.SS,江淮汽车,435.06,12.3497,19.3,2001-08-24,0,True
汽车,商用车,商用载货车,3,000951.SZ,中国重汽,239.99,2.8129,20.53,1999-11-25,0,False
汽车,商用车,商用载货车,4,600166.SS,福田汽车,220.1,3.0004,2.78,1998-06-02,0,False
汽车,商用车,商用载货车,5,301039.SZ,中集车辆,136.44,1.0379,7.28,2021-07-08,0,False
汽车,商用车,商用载客车,6,600686.SS,金龙汽车,77.23,1.7083,10.77,1993-11-08,0,False
汽车,商用车,商用载客车,7,000957.SZ,中通客车,58.22,1.4394,9.82,2000-01-13,0,False
汽车,摩托车及其他,摩托车,1,603129.SS,春风动力,456.38,3.3617,297.35,2017-08-18,0,False
汽车,摩托车及其他,摩托车,2,601777.SS,千里科技,357.17,1.475,7.9,2010-11-25,0,False
汽车,摩托车及其他,摩托车,3,603766.SS,隆鑫通用,300.43,2.1437,14.63,2012-08-10,0,False
汽车,摩托车及其他,其他运输设备,4,689009.SS,九号公司-WD,268.58,3.6368,36.5,2020-10-29,0,True
汽车,摩托车及其他,摩托车,5,301345.SZ,涛涛车业,259.66,2.0819,238.11,2023-03-21,0,False
汽车,摩托车及其他,其他运输设备,6,603529.SS,爱玛科技,184.86,1.1475,21.39,2021-06-15,0,False
汽车,摩托车及其他,摩托车,7,003033.SZ,征和工业,66.03,1.2229,80.77,2021-01-11,0,False
汽车,摩托车及其他,其他运输设备,8,301322.SZ,绿通科技,61.77,1.7443,43.3,2023-03-06,0,False
汽车,汽车服务,汽车综合服务,1,300825.SZ,阿尔特,62.65,2.9396,12.66,2020-03-27,0,False
汽车,汽车零部件,底盘与发动机系统,1,000338.SZ,潍柴动力,2198.07,23.8855,25.44,2007-04-30,0,True
汽车,汽车零部件,车身附件及饰件,2,600660.SS,福耀玻璃,1417.61,5.2469,54.32,1993-06-10,0,False
汽车,汽车零部件,底盘与发动机系统,3,601689.SS,拓普集团,730.41,8.1858,42.03,2015-03-19,0,True
汽车,汽车零部件,车身附件及饰件,4,600741.SS,华域汽车,471.65,2.3223,14.96,1996-08-26,0,False
汽车,汽车零部件,轮胎轮毂,5,601058.SS,赛轮轮胎,447.51,5.7342,13.61,2011-06-30,0,False
汽车,汽车零部件,轮胎轮毂,6,603049.SS,中策橡胶,391.68,1.2411,44.79,2025-06-05,0,False
汽车,汽车零部件,底盘与发动机系统,7,000559.SZ,万向钱潮,341.48,2.7468,10.3,1994-01-10,0,False
汽车,汽车零部件,底盘与发动机系统,8,002126.SZ,银轮股份,325.35,6.2948,38.42,2007-04-18,0,False
汽车,汽车零部件,底盘与发动机系统,9,002536.SZ,飞龙股份,309.75,33.0588,53.89,2011-01-11,0,False
汽车,汽车零部件,底盘与发动机系统,10,002472.SZ,双环传动,303.11,7.5031,35.660000000000004,2010-09-10,0,True
汽车,汽车零部件,底盘与发动机系统,11,301550.SZ,斯菱智驱,291.72,8.4802,86.99,2023-09-15,0,False
汽车,汽车零部件,汽车电子电气系统,12,600699.SS,均胜电子,280.84,4.3305,18.11,1993-12-06,0,False
汽车,汽车零部件,底盘与发动机系统,13,000981.SZ,山子高科,276.93,8.5997,2.77,2000-06-22,0,False
汽车,汽车零部件,汽车电子电气系统,14,603179.SS,新泉股份,270.02,8.0416,36.73,2017-03-17,0,False
汽车,汽车零部件,车身附件及饰件,15,603306.SS,华懋科技,265.8,7.8482,80.67,2014-09-26,0,False
汽车,汽车零部件,其他汽车零部件,16,000887.SZ,中鼎股份,255.27,7.461,19.39,1998-12-03,0,False
汽车,汽车零部件,其他汽车零部件,17,603119.SS,浙江荣泰,252.74,5.2266,53.45,2023-08-01,0,False
汽车,汽车零部件,底盘与发动机系统,18,603596.SS,伯特利,251.16,5.6219,27.98,2018-04-27,0,False
汽车,汽车零部件,其他汽车零部件,19,603358.SS,华达科技,212.23,4.9503,45.18,2017-01-25,0,False
汽车,汽车零部件,底盘与发动机系统,20,002265.SZ,建设工业,207.12,4.4537,20.05,2008-08-06,0,False
汽车,汽车零部件,车身附件及饰件,21,603730.SS,岱美股份,204.12,1.7191,9.5,2017-07-28,0,False
汽车,汽车零部件,轮胎轮毂,22,002085.SZ,万丰奥威,203.84,1.8469,9.6,2006-11-28,0,False
汽车,汽车零部件,车身附件及饰件,23,601799.SS,星宇股份,203.6,4.3182,71.27,2011-02-01,0,False
汽车,汽车零部件,底盘与发动机系统,24,603950.SS,长源东谷,179.02,5.1616,55.23,2020-05-26,0,False
汽车,汽车零部件,底盘与发动机系统,25,000581.SZ,威孚高科,174.21,1.4145,18.02,1998-09-24,0,False
汽车,汽车零部件,汽车电子电气系统,26,688612.SS,威迈斯,150.7,1.9669,35.95,2023-07-26,0,False
汽车,汽车零部件,车身附件及饰件,27,603997.SS,继峰股份,150.13,1.9734,11.8,2015-03-02,0,False
汽车,汽车零部件,底盘与发动机系统,28,603009.SS,北特科技,148.84,3.2272,42.97,2014-07-18,0,False
汽车,汽车零部件,汽车电子电气系统,29,002906.SZ,华阳集团,141.68,2.7381,26.99,2017-10-13,0,False
汽车,汽车零部件,车身附件及饰件,30,002048.SZ,宁波华翔,140.43,2.5771,17.29,2005-06-03,0,False
汽车,汽车零部件,车身附件及饰件,31,301529.SZ,福赛科技,138.13,3.751,116.64,2023-09-11,0,False
汽车,汽车零部件,轮胎轮毂,32,300428.SZ,立中集团,135.47,1.3237,19.76,2015-03-19,0,False
汽车,汽车零部件,轮胎轮毂,33,002984.SZ,森麒麟,132.44,1.3013,12.78,2020-09-11,0,False
汽车,汽车零部件,其他汽车零部件,34,300969.SZ,恒帅股份,130.05,2.0263,79.24,2021-04-12,0,False
汽车,汽车零部件,底盘与发动机系统,35,002703.SZ,浙江世宝,126.6,9.5501,15.39,2012-11-02,0,False
汽车,汽车零部件,底盘与发动机系统,36,603305.SS,旭升集团,121.35,1.5174,10.5,2017-07-10,0,False
汽车,汽车零部件,其他汽车零部件,37,301005.SZ,超捷股份,118.81,4.9646,63.21,2021-06-01,0,False
汽车,汽车零部件,车身附件及饰件,38,300100.SZ,双林股份,115.86,1.1297,20.01,2010-08-06,0,False
汽车,汽车零部件,汽车电子电气系统,39,000901.SZ,航天科技,113.74,1.6948,14.25,1999-04-01,0,False
汽车,汽车零部件,汽车电子电气系统,40,300863.SZ,卡倍亿,108.74,2.4103,41.6,2020-08-24,0,False
汽车,汽车零部件,汽车电子电气系统,41,000980.SZ,众泰汽车,107.41,5.2225,2.13,2000-06-16,0,False
汽车,汽车零部件,汽车电子电气系统,42,603376.SS,大明电子,104.4,1.0154,26.1,2025-11-06,0,False
汽车,汽车零部件,车身附件及饰件,43,000700.SZ,模塑科技,102.27,4.6667,11.14,1997-02-28,0,False
汽车,汽车零部件,汽车电子电气系统,44,301607.SZ,富特科技,101.99,4.2221,43.56,2024-09-04,0,False
汽车,汽车零部件,汽车电子电气系统,45,301655.SZ,绿控传动,99.28,4.199,21.79,2026-08-20,0,False
汽车,汽车零部件,底盘与发动机系统,46,603319.SS,美湖股份,95.95,4.7025,28.29,2016-11-30,0,False
汽车,汽车零部件,汽车电子电气系统,47,301310.SZ,鑫宏业,95.56,3.132,50.04,2023-06-02,0,False
汽车,汽车零部件,汽车电子电气系统,48,300304.SZ,云意电气,95.1,2.0725,10.83,2012-03-21,0,False
汽车,汽车零部件,底盘与发动机系统,49,002708.SZ,光洋股份,94.1,5.7798,16.74,2014-01-21,0,False
汽车,汽车零部件,汽车电子电气系统,50,301488.SZ,豪恩汽电,92.0,1.1253,90.48,2023-07-04,0,False
汽车,汽车零部件,底盘与发动机系统,51,002283.SZ,天润工业,90.7,1.4305,7.96,2009-08-21,0,False
汽车,汽车零部件,底盘与发动机系统,52,300580.SZ,贝斯特,90.17,1.2434,17.95,2017-01-11,0,False
汽车,汽车零部件,其他汽车零部件,53,002190.SZ,成飞集成,87.92,3.0498,24.51,2007-12-03,0,False
汽车,汽车零部件,汽车电子电气系统,54,002239.SZ,奥特佳,87.49,1.2432,2.49,2008-05-22,0,False
汽车,汽车零部件,汽车电子电气系统,55,002937.SZ,兴瑞科技,85.89,2.5274,27.18,2018-09-26,0,False
汽车,汽车零部件,其他汽车零部件,56,301680.SZ,固德电材,85.38,1.3114,103.12,2026-03-06,0,False
汽车,汽车零部件,车身附件及饰件,57,002516.SZ,旷达科技,83.54,1.1757,5.68,2010-12-07,0,False
汽车,汽车零部件,其他汽车零部件,58,605319.SS,无锡振华,79.3,1.1983,22.65,2021-06-07,0,False
汽车,汽车零部件,底盘与发动机系统,59,301225.SZ,恒勃股份,79.19,1.8632,54.96,2023-06-16,0,False
汽车,汽车零部件,汽车电子电气系统,60,301631.SZ,壹连科技,76.89,1.9727,60.08,2024-11-22,0,False
汽车,汽车零部件,底盘与发动机系统,61,600698.SS,湖南天雁,74.91,4.2592,7.01,1993-12-06,0,False
汽车,汽车零部件,汽车电子电气系统,62,002870.SZ,香山股份,73.87,2.5973,48.36,2017-05-15,0,False
汽车,汽车零部件,其他汽车零部件,63,002965.SZ,祥鑫科技,73.8,3.2944,27.81,2019-10-25,0,False
汽车,汽车零部件,轮胎轮毂,64,002488.SZ,金固股份,73.46,1.3919,7.38,2010-10-21,0,False
汽车,汽车零部件,车身附件及饰件,65,605128.SS,上海沿浦,72.53,1.0469,23.1,2020-09-15,0,True
汽车,汽车零部件,底盘与发动机系统,66,002284.SZ,亚太股份,69.33,3.1407,9.38,2009-08-28,0,False
汽车,汽车零部件,车身附件及饰件,67,002537.SZ,海联金汇,68.09,2.783,5.8,2011-01-10,0,False
汽车,汽车零部件,底盘与发动机系统,68,605133.SS,嵘泰股份,66.75,1.2686,23.4,2021-02-24,0,False
汽车,汽车零部件,底盘与发动机系统,69,002448.SZ,中原内配,65.55,2.1851,11.14,2010-07-16,0,False
汽车,汽车零部件,汽车电子电气系统,70,300681.SZ,英搏尔,62.92,1.7089,20.56,2017-07-25,0,False
汽车,汽车零部件,其他汽车零部件,71,002328.SZ,新朋股份,62.82,6.0581,8.14,2009-12-30,0,False
汽车,汽车零部件,其他汽车零部件,72,002997.SZ,瑞鹄模具,61.04,1.0363,29.16,2020-09-03,0,False
汽车,汽车零部件,底盘与发动机系统,73,300680.SZ,隆盛科技,56.71,1.0857,19.28,2017-07-25,0,False
汽车,汽车零部件,其他汽车零部件,74,002510.SZ,天汽模,56.44,1.1038,5.56,2010-11-25,0,False
汽车,汽车零部件,底盘与发动机系统,75,300547.SZ,川环科技,55.33,1.965,25.51,2016-09-30,0,False
汽车,汽车零部件,底盘与发动机系统,76,300611.SZ,美力科技,55.11,1.0248,26.11,2017-02-20,0,False
汽车,汽车零部件,其他汽车零部件,77,603211.SS,晋拓股份,54.06,1.1385,19.89,2022-07-25,0,False
汽车,汽车零部件,底盘与发动机系统,78,002553.SZ,南方精工,53.72,2.1128,15.2,2011-02-25,0,False
汽车,汽车零部件,其他汽车零部件,79,300473.SZ,德尔股份,52.39,2.1126,30.34,2015-06-12,0,False
汽车,汽车零部件,其他汽车零部件,80,002976.SZ,瑞玛精密,51.18,1.8131,26.3,2020-03-06,0,False
汽车,汽车零部件,底盘与发动机系统,81,603158.SS,腾龙股份,50.94,1.7201,10.38,2015-03-20,0,False
汽车,汽车零部件,底盘与发动机系统,82,603286.SS,日盈电子,48.91,1.8272,41.45,2017-06-27,0,False
汽车,汽车零部件,其他汽车零部件,83,300816.SZ,艾可蓝,47.67,3.1454,59.59,2020-02-10,0,False
汽车,汽车零部件,汽车电子电气系统,84,300745.SZ,欣锐科技,46.59,1.8065,27.64,2018-05-23,0,False
汽车,汽车零部件,底盘与发动机系统,85,603758.SS,秦安股份,45.35,2.2608,10.47,2017-05-17,0,False
汽车,汽车零部件,底盘与发动机系统,86,605088.SS,冠盛股份,44.44,1.9374,21.92,2020-08-17,0,False
汽车,汽车零部件,其他汽车零部件,87,300998.SZ,宁波方正,42.54,1.2284,31.01,2021-06-02,0,False
汽车,汽车零部件,底盘与发动机系统,88,603121.SS,华培动力,41.13,1.0407,12.15,2019-01-11,0,False
汽车,汽车零部件,底盘与发动机系统,89,000816.SZ,智慧农业,40.37,1.9863,2.79,1997-08-18,0,False
汽车,汽车零部件,底盘与发动机系统,90,000678.SZ,襄阳轴承,39.66,1.222,8.63,1997-01-06,0,False
汽车,汽车零部件,汽车电子电气系统,91,603390.SS,通达电气,38.12,1.3182,10.84,2019-11-25,0,False
汽车,汽车零部件,底盘与发动机系统,92,603178.SS,圣龙股份,36.41,1.5963,15.4,2017-03-28,0,False
汽车,汽车零部件,底盘与发动机系统,93,301119.SZ,正强股份,35.45,1.0556,24.35,2021-11-22,0,False
汽车,汽车零部件,汽车电子电气系统,94,002766.SZ,索菱股份,34.57,1.0308,4.02,2015-06-11,0,False
汽车,汽车零部件,车身附件及饰件,95,605068.SS,明新旭腾,31.13,1.2966,19.19,2020-11-23,0,False
汽车,汽车零部件,其他汽车零部件,96,002921.SZ,联诚精密,29.88,1.0731,20.06,2017-12-27,0,False
煤炭,焦炭,焦炭Ⅲ,1,000723.SZ,美锦能源,159.41,4.844,3.62,1997-05-15,0,True
煤炭,焦炭,焦炭Ⅲ,2,600740.SS,山西焦化,98.39,1.9121,3.84,1996-08-08,0,False
煤炭,焦炭,焦炭Ⅲ,3,601015.SS,陕西黑猫,74.14,3.9224,3.63,2014-11-05,0,False
煤炭,焦炭,焦炭Ⅲ,4,601011.SS,宝泰隆,56.32,2.9396,2.94,2011-03-09,0,False
煤炭,焦炭,焦炭Ⅲ,5,600792.SS,云煤能源,54.05,4.1086,4.87,1997-01-23,0,False
煤炭,焦炭,焦炭Ⅲ,6,600408.SS,安泰集团,31.01,1.9881,3.08,2003-02-12,0,False
煤炭,煤炭开采,动力煤,1,601088.SS,中国神华,10196.2,12.1549,47.01,2007-10-09,0,True
煤炭,煤炭开采,动力煤,2,601225.SS,陕西煤业,2497.43,9.6507,25.76,2014-01-28,0,True
煤炭,煤炭开采,动力煤,3,600188.SS,兖矿能源,2013.39,10.3538,20.06,1998-07-01,0,True
煤炭,煤炭开采,动力煤,4,601898.SS,中煤能源,1886.71,6.812,14.23,2008-02-01,0,True
煤炭,煤炭开采,动力煤,5,002128.SZ,电投能源,841.33,3.4201,26.91,2007-04-18,0,False
煤炭,煤炭开采,焦煤,6,601699.SS,潞安环能,466.66,5.2961,15.6,2006-09-22,0,True
煤炭,煤炭开采,焦煤,7,600985.SS,淮北矿业,447.08,4.9768,16.6,2004-04-28,0,True
煤炭,煤炭开采,焦煤,8,000983.SZ,山西焦煤,374.69,6.2613,6.6000000000000005,2000-07-26,0,True
煤炭,煤炭开采,焦煤,9,600157.SS,永泰能源,333.81,5.7399,1.53,1998-05-13,0,True
煤炭,煤炭开采,焦煤,10,600348.SS,华阳股份,330.45,3.2694,9.16,2003-08-21,0,True
煤炭,煤炭开采,动力煤,11,601001.SS,晋控煤业,283.52,4.1813,16.94,2006-06-23,0,True
煤炭,煤炭开采,动力煤,12,601918.SS,新集能源,271.23,4.1601,10.47,2007-12-19,0,False
煤炭,煤炭开采,动力煤,13,600546.SS,山煤国际,257.92,3.3417,13.01,2003-07-31,0,True
煤炭,煤炭开采,动力煤,14,600575.SS,淮河能源,235.07,1.3166,3.28,2003-03-28,0,False
煤炭,煤炭开采,焦煤,15,601666.SS,平煤股份,221.01,3.2996,8.950000000000001,2006-11-23,0,True
煤炭,煤炭开采,动力煤,16,601101.SS,昊华能源,188.06,5.6341,13.06,2010-03-31,0,False
煤炭,煤炭开采,焦煤,17,000937.SZ,冀中能源,172.97,2.2947,4.45,1999-09-09,0,True
煤炭,煤炭开采,动力煤,18,600397.SS,江钨装备,169.68,15.1381,17.14,2002-07-02,0,False
煤炭,煤炭开采,动力煤,19,600403.SS,大有能源,159.47,9.9889,6.67,2003-10-09,0,False
煤炭,煤炭开采,动力煤,20,000552.SZ,甘肃能化,133.8,2.3411,2.5,1994-01-06,0,False
煤炭,煤炭开采,焦煤,21,600395.SS,盘江股份,110.98,2.5597,5.17,2001-05-31,0,False
煤炭,煤炭开采,焦煤,22,600508.SS,上海能源,107.66,6.0403,10.64,2001-08-29,0,False
煤炭,煤炭开采,焦煤,23,600123.SS,兰花科创,103.13,1.7483,7.0,1998-12-17,0,False
煤炭,煤炭开采,动力煤,24,600971.SS,恒源煤电,102.96,1.9251,8.58,2004-08-17,0,True
煤炭,煤炭开采,动力煤,25,600121.SS,郑州煤电,59.21,9.0988,4.86,1998-01-07,0,False
煤炭,煤炭开采,动力煤,26,000571.SZ,新大洲A,51.69,1.1937,6.16,1994-05-25,0,False
煤炭,煤炭开采,焦煤,27,600758.SS,辽宁能源,48.78,3.1855,3.69,1996-10-29,0,False
环保,环保设备,环保设备Ⅲ,1,000967.SZ,盈峰环境,270.08,4.5526,8.040000000000001,2000-03-30,0,False
环保,环保设备,环保设备Ⅲ,2,600388.SS,紫金龙净,251.11,2.0021,17.78,2000-12-29,0,False
环保,环保设备,环保设备Ⅲ,3,002645.SZ,华宏科技,138.72,4.1131,18.42,2011-12-20,0,False
环保,环保设备,环保设备Ⅲ,4,688309.SS,恒誉科技,61.38,1.3549,77.3,2020-07-14,0,False
环保,环保设备,环保设备Ⅲ,5,000551.SZ,创元科技,58.9,1.4431,12.15,1994-01-06,0,False
环保,环保设备,环保设备Ⅲ,6,300137.SZ,先河环保,53.71,1.6938,10.01,2010-11-05,0,False
环保,环保设备,环保设备Ⅲ,7,301081.SZ,严牌股份,39.12,1.1234,16.740000000000002,2021-10-20,0,False
环保,环保设备,环保设备Ⅲ,8,300105.SZ,龙源技术,37.04,1.0977,7.18,2010-08-20,0,False
环保,环保设备,环保设备Ⅲ,9,000890.SZ,法尔胜,31.92,4.7174,7.61,1999-01-19,0,False
环保,环境治理,大气治理,1,600292.SS,电投水电,568.37,1.042,11.93,2000-11-01,0,False
环保,环境治理,固废治理,2,603568.SS,伟明环保,282.07,1.18,13.77,2015-05-28,0,False
环保,环境治理,固废治理,3,002266.SZ,浙富控股,250.53,3.066,4.8,2008-08-06,0,False
环保,环境治理,固废治理,4,603588.SS,高能环境,243.26,8.314,15.97,2014-12-29,0,True
环保,环境治理,固废治理,5,600323.SS,瀚蓝环境,241.42,1.2963,29.61,2000-12-25,0,False
环保,环境治理,水务及水治理,6,000598.SZ,兴蓉环境,210.97,1.2249,7.07,1996-05-29,0,False
环保,环境治理,水务及水治理,7,600008.SS,首创环保,201.87,1.9863,2.75,2000-04-27,0,False
环保,环境治理,水务及水治理,8,000685.SZ,中山公用,161.16,1.3785,10.98,1997-01-23,0,False
环保,环境治理,固废治理,9,300779.SZ,惠城环保,157.13,4.263,52.85,2019-05-22,0,False
环保,环境治理,综合环境治理,10,000711.SZ,京蓝科技,149.74,7.4332,5.07,1997-04-11,0,False
环保,环境治理,固废治理,11,301500.SZ,飞南资源,149.47,3.9664,26.64,2023-09-21,0,False
环保,环境治理,固废治理,12,601330.SS,绿色动力,118.15,1.4557,8.26,2018-06-11,0,False
环保,环境治理,固废治理,13,000035.SZ,中国天楹,115.82,1.3752,4.8500000000000005,1994-04-08,0,False
环保,环境治理,水务及水治理,14,301127.SZ,武汉天源,115.13,5.0224,17.080000000000002,2021-12-30,0,False
环保,环境治理,综合环境治理,15,600133.SS,东湖高新,83.7,1.0749,7.85,1998-02-12,0,False
环保,环境治理,水务及水治理,16,003039.SZ,顺控发展,77.31,1.6875,12.52,2021-03-08,0,False
环保,环境治理,固废治理,17,002034.SZ,旺能环境,74.25,1.1188,14.37,2004-08-26,0,False
环保,环境治理,水务及水治理,18,603200.SS,上海洗霸,71.0,4.4591,40.46,2017-06-01,0,False
环保,环境治理,固废治理,19,301265.SZ,华新科技,66.62,1.7725,21.99,2022-12-16,0,False
环保,环境治理,综合环境治理,20,603686.SS,福龙马,59.28,2.5838,14.27,2015-01-26,0,False
环保,环境治理,固废治理,21,301305.SZ,朗坤科技,59.11,1.5439,24.43,2023-05-23,0,False
环保,环境治理,固废治理,22,002210.SZ,飞马国际,58.01,1.2546,2.18,2008-01-30,0,False
环保,环境治理,水务及水治理,23,600769.SS,祥龙电业,56.36,1.6955,15.03,1996-11-01,0,False
环保,环境治理,固废治理,24,688679.SS,通源环境,54.94,1.7981,41.72,2020-12-25,0,False
环保,环境治理,固废治理,25,002973.SZ,侨银股份,53.98,1.178,13.21,2020-01-06,0,False
环保,环境治理,水务及水治理,26,300692.SZ,中赋科技,48.58,1.4649,8.64,2017-08-21,0,False
