sw_l1,sw_l2,sw_l3,组内排名,symbol,name,mktcap_yi,avg_amount_20d_yi,price,listing_date,is_st,已纳入
基础化工,农化制品,磷肥及磷化工,9,603077.SS,和邦生物,199.6,5.862,2.26,2012-07-31,0,False
基础化工,农化制品,农药,10,301035.SZ,润丰股份,198.22,1.074,54.38,2021-07-28,0,False
基础化工,农化制品,磷肥及磷化工,11,002895.SZ,川恒股份,187.58,1.9378,30.96,2017-08-25,0,True
基础化工,农化制品,复合肥,12,000902.SZ,新洋丰,174.03,1.999,13.87,1999-04-08,0,False
基础化工,农化制品,农药,13,600596.SS,新安股份,166.0,7.9566,12.3,2001-09-06,0,True
基础化工,农化制品,磷肥及磷化工,14,002312.SZ,川发龙蟒,162.34,3.3376,8.6,2009-12-03,0,False
基础化工,农化制品,复合肥,15,002539.SZ,云图控股,145.89,2.3033,12.08,2011-01-18,0,False
基础化工,农化制品,氮肥,16,000422.SZ,湖北宜化,129.1,3.0626,11.87,1996-08-15,0,False
基础化工,农化制品,农药,17,002250.SZ,联化科技,128.23,2.1898,14.25,2008-06-19,0,False
基础化工,农化制品,农药,18,002258.SZ,利尔化学,121.99,4.0896,15.24,2008-07-08,0,False
基础化工,农化制品,复合肥,19,002170.SZ,芭田股份,107.58,2.5109,11.07,2007-09-19,0,False
基础化工,农化制品,农药,20,603599.SS,广信股份,94.94,1.9214,10.43,2015-05-13,0,False
基础化工,农化制品,复合肥,21,002588.SZ,史丹利,89.27,1.6989,7.75,2011-06-10,0,False
基础化工,农化制品,农药,22,603360.SS,百傲化学,87.64,1.5754,12.41,2017-02-06,0,False
基础化工,农化制品,农药,23,002734.SZ,利民股份,80.46,3.1656,17.06,2015-01-27,0,False
基础化工,农化制品,农药,24,600389.SS,江山股份,80.32,2.6495,18.65,2001-01-10,0,False
基础化工,农化制品,磷肥及磷化工,25,600078.SS,澄星股份,69.53,2.1405,10.23,1997-06-27,0,False
基础化工,农化制品,氮肥,26,600691.SS,潞化科技,68.43,3.5079,2.88,1993-11-19,0,False
基础化工,农化制品,复合肥,27,002470.SZ,金正大,68.35,5.5544,2.08,2010-09-08,0,False
基础化工,农化制品,氮肥,28,600227.SS,赤天化,67.21,12.6225,3.98,2000-02-21,0,False
基础化工,农化制品,复合肥,29,603395.SS,红四方,63.8,5.1789,24.54,2024-11-26,0,False
基础化工,农化制品,氮肥,30,000912.SZ,泸天化,63.35,3.9871,4.04,1999-06-03,0,False
基础化工,农化制品,农药,31,000525.SZ,红太阳,59.41,1.5888,4.5600000000000005,1993-10-28,0,False
基础化工,农化制品,磷肥及磷化工,32,300505.SZ,川金诺,51.98,5.4804,18.91,2016-03-15,0,False
基础化工,农化制品,复合肥,33,002758.SZ,浙农股份,44.57,1.3697,8.59,2015-05-27,0,False
基础化工,农化制品,氮肥,34,000731.SZ,四川美丰,43.85,1.5437,7.99,1997-06-17,0,False
基础化工,农化制品,磷肥及磷化工,35,600470.SS,六国化工,30.04,2.4987,5.76,2004-03-05,0,False
基础化工,农化制品,农药,36,002942.SZ,新农股份,25.28,2.0876,16.26,2018-12-05,0,False
基础化工,农化制品,农药,37,603086.SS,先达股份,25.05,1.2763,5.76,2017-05-11,0,False
基础化工,农化制品,复合肥,38,002999.SZ,天禾股份,21.86,2.1261,6.29,2020-09-03,0,False
基础化工,农化制品,农药,39,003042.SZ,中农联合,19.83,1.1201,13.92,2021-04-06,0,False
基础化工,化学制品,聚氨酯,1,600309.SS,万华化学,2216.06,25.4592,70.79,2001-01-05,0,True
基础化工,化学制品,氟化工,2,600160.SS,巨化股份,962.19,9.6785,35.64,1998-06-26,0,True
基础化工,化学制品,食品及饲料添加剂,3,002001.SZ,新 和 成,805.24,7.2991,26.2,2004-06-25,0,True
基础化工,化学制品,氟化工,4,600378.SS,昊华科技,621.78,30.816,48.2,2001-01-11,0,True
基础化工,化学制品,氟化工,5,002407.SZ,多氟多,392.13,32.8732,32.94,2010-05-18,0,True
基础化工,化学制品,有机硅,6,603260.SS,合盛硅业,387.41,2.5396,32.77,2017-10-30,0,True
基础化工,化学制品,纺织化学制品,7,600352.SS,浙江龙盛,376.09,6.8731,11.56,2003-08-01,0,True
基础化工,化学制品,氟化工,8,603379.SS,三美股份,317.33,3.704,51.98,2019-04-02,0,True
基础化工,化学制品,其他化学制品,9,688065.SS,凯赛生物,269.47,1.9657,37.36,2020-08-12,0,True
基础化工,化学制品,食品及饲料添加剂,10,600299.SS,安迪苏,257.16,3.0547,8.35,2000-04-20,0,False
基础化工,化学制品,其他化学制品,11,002430.SZ,杭氧股份,251.73,5.2751,25.73,2010-06-10,0,False
基础化工,化学制品,涂料油墨,12,603823.SS,百合花,231.33,13.0012,55.56,2016-12-20,0,False
基础化工,化学制品,其他化学制品,13,600500.SS,中化国际,216.37,6.9235,6.03,2000-03-01,0,False
基础化工,化学制品,民爆制品,14,002683.SZ,广东宏大,209.88,2.238,27.62,2012-06-12,0,False
基础化工,化学制品,食品及饲料添加剂,15,600873.SS,梅花生物,209.76,2.0414,7.48,1995-02-17,0,True
基础化工,化学制品,民爆制品,16,002497.SZ,雅化集团,191.21,6.2356,16.59,2010-11-09,0,False
基础化工,化学制品,有机硅,17,300821.SZ,东岳硅材,187.56,8.4994,15.63,2020-03-12,0,False
基础化工,化学制品,其他化学制品,18,688625.SS,呈和科技,182.1,3.437,70.13,2021-06-07,0,False
基础化工,化学制品,民爆制品,19,002827.SZ,高争民爆,179.33,7.949,64.73,2016-12-09,0,False
基础化工,化学制品,氟化工,20,605020.SS,永和股份,163.56,3.17,32.02,2021-07-09,0,True
基础化工,化学制品,氟化工,21,002326.SZ,永太科技,159.68,3.9154,17.26,2009-12-22,0,False
基础化工,化学制品,其他化学制品,22,301373.SZ,凌玮科技,139.7,7.6533,128.79,2023-02-08,0,False
基础化工,化学制品,纺织化学制品,23,002440.SZ,闰土股份,130.16,5.6801,11.58,2010-07-06,0,False
基础化工,化学制品,民爆制品,24,002246.SZ,北化股份,126.94,2.9815,23.12,2008-06-05,0,False
基础化工,化学制品,氟化工,25,603505.SS,金石资源,125.41,1.3463,14.9,2017-05-03,0,False
基础化工,化学制品,其他化学制品,26,300910.SZ,瑞丰新材,107.1,1.9979,27.96,2020-11-27,0,False
基础化工,化学制品,其他化学制品,27,002549.SZ,凯美特气,94.57,2.3221,13.6,2011-02-18,0,False
基础化工,化学制品,涂料油墨,28,301209.SZ,联合化学,92.76,1.2863,59.16,2022-08-25,0,False
基础化工,化学制品,其他化学制品,29,300596.SZ,利安隆,91.64,1.2529,39.91,2017-01-19,0,False
基础化工,化学制品,食品及饲料添加剂,30,605016.SS,百龙创园,88.96,1.1783,21.18,2021-04-21,0,False
基础化工,化学制品,其他化学制品,31,600273.SS,嘉化能源,84.58,1.0757,6.45,2003-06-27,0,False
基础化工,化学制品,其他化学制品,32,002971.SZ,和远气体,83.94,6.9331,39.86,2020-01-13,0,False
基础化工,化学制品,其他化学制品,33,300072.SZ,海新能科,81.77,1.2123,3.48,2010-04-27,0,False
基础化工,化学制品,其他化学制品,34,300109.SZ,新开源,73.09,3.8352,12.67,2010-08-25,0,False
基础化工,化学制品,其他化学制品,35,688179.SS,阿拉丁,71.17,2.1959,19.62,2020-10-26,0,False
基础化工,化学制品,有机硅,36,603155.SS,新亚强,70.52,1.1963,15.4,2020-09-01,0,False
基础化工,化学制品,其他化学制品,37,300174.SZ,元力股份,69.16,2.4197,18.99,2011-02-01,0,False
基础化工,化学制品,食品及饲料添加剂,38,600866.SS,星湖科技,68.12,1.2067,4.1,1994-08-18,0,False
基础化工,化学制品,其他化学制品,39,605366.SS,宏柏新材,67.0,1.4727,8.67,2020-08-12,0,True
基础化工,化学制品,其他化学制品,40,603867.SS,新化股份,65.12,1.9965,29.94,2019-06-27,0,False
基础化工,化学制品,有机硅,41,300041.SZ,回天新材,61.43,1.899,10.98,2010-01-08,0,False
基础化工,化学制品,其他化学制品,42,603285.SS,键邦股份,61.42,2.3173,38.39,2024-07-05,0,False
基础化工,化学制品,其他化学制品,43,603065.SS,宿迁联盛,60.67,4.6798,14.48,2023-03-21,0,False
基础化工,化学制品,有机硅,44,300727.SZ,润禾材料,60.35,1.5209,33.5,2017-11-27,0,False
基础化工,化学制品,纺织化学制品,45,300067.SZ,安诺其,59.45,2.1138,5.15,2010-04-21,0,False
基础化工,化学制品,其他化学制品,46,603217.SS,元利科技,58.06,1.3072,27.9,2019-06-20,0,False
基础化工,化学制品,氟化工,47,002915.SZ,中欣氟材,57.77,2.0857,17.23,2017-12-05,0,False
基础化工,化学制品,纺织化学制品,48,603980.SS,吉华集团,55.91,4.1353,8.26,2017-06-15,0,False
基础化工,化学制品,聚氨酯,49,600230.SS,沧州大化,55.68,1.6672,13.45,2000-04-06,0,False
基础化工,化学制品,食品及饲料添加剂,50,002562.SZ,兄弟科技,54.86,1.3988,4.8,2011-03-10,0,False
基础化工,化学制品,其他化学制品,51,002637.SZ,赞宇科技,52.54,3.3185,11.17,2011-11-25,0,False
基础化工,化学制品,聚氨酯,52,002165.SZ,红 宝 丽,51.76,10.5023,7.04,2007-09-13,0,False
基础化工,化学制品,涂料油墨,53,603110.SS,东方材料,51.43,2.7194,25.56,2017-10-13,0,False
基础化工,化学制品,其他化学制品,54,002455.SZ,百川股份,51.37,2.9146,7.11,2010-08-03,0,False
基础化工,化学制品,涂料油墨,55,300522.SZ,世名科技,50.37,2.3006,15.62,2016-07-05,0,False
基础化工,化学制品,其他化学制品,56,301149.SZ,隆华新材,49.25,1.0073,8.81,2021-11-10,0,False
基础化工,化学制品,其他化学制品,57,603120.SS,肯特催化,49.08,1.0469,54.29,2025-04-16,0,True
基础化工,化学制品,其他化学制品,58,300214.SZ,日科化学,47.28,4.5417,10.17,2011-05-11,0,False
基础化工,化学制品,胶黏剂及胶带,59,603683.SS,晶华新材,47.2,3.5396,16.2,2017-10-20,0,False
基础化工,化学制品,食品及饲料添加剂,60,301206.SZ,三元生物,46.88,1.249,23.17,2022-02-10,0,False
基础化工,化学制品,其他化学制品,61,301076.SZ,新瀚新材,46.11,1.0964,20.21,2021-10-11,0,False
基础化工,化学制品,涂料油墨,62,300758.SZ,七彩化学,44.9,1.2835,11.25,2019-02-22,0,False
基础化工,化学制品,其他化学制品,63,603916.SS,苏博特,44.51,1.0681,10.59,2017-11-10,0,False
基础化工,化学制品,胶黏剂及胶带,64,002669.SZ,康达新材,42.9,1.9944,14.14,2012-04-16,0,False
基础化工,化学制品,食品及饲料添加剂,65,300829.SZ,金丹科技,41.75,1.2809,18.37,2020-04-22,0,False
基础化工,化学制品,民爆制品,66,003002.SZ,壶化股份,41.13,1.5091,16.94,2020-09-22,0,False
基础化工,化学制品,纺织化学制品,67,300798.SZ,锦鸡股份,38.81,3.334,7.87,2019-11-22,0,False
基础化工,化学制品,胶黏剂及胶带,68,603051.SS,鹿山新材,38.79,1.0949,23.82,2022-03-25,0,False
基础化工,化学制品,其他化学制品,69,300721.SZ,怡达股份,38.76,1.7427,23.51,2017-11-15,0,False
基础化工,化学制品,涂料油墨,70,300225.SZ,金力泰,38.6,1.4401,8.120000000000001,2011-05-31,0,False
基础化工,化学制品,纺织化学制品,71,605566.SS,福莱蒽特,36.78,1.1814,27.58,2021-10-25,0,False
基础化工,化学制品,其他化学制品,72,300530.SZ,领湃科技,33.98,1.2968,19.76,2016-08-09,0,False
基础化工,化学制品,其他化学制品,73,300163.SZ,先锋新材,32.04,3.1397,6.76,2011-01-13,0,False
基础化工,化学制品,涂料油墨,74,000565.SZ,渝三峡Ａ,28.57,1.567,6.59,1994-04-08,0,False
基础化工,化学制品,有机硅,75,002909.SZ,集泰股份,25.39,4.2163,6.51,2017-10-26,0,False
基础化工,化学制品,食品及饲料添加剂,76,603079.SS,圣达生物,23.74,1.4502,12.56,2017-08-23,0,False
基础化工,化学原料,煤化工,1,600989.SS,宝丰能源,1765.14,17.8638,24.07,2019-05-16,0,True
基础化工,化学原料,其他化学原料,2,002648.SZ,卫星化学,903.13,11.5325,26.81,2011-12-28,0,True
基础化工,化学原料,氯碱,3,601216.SS,君正集团,397.43,2.7347,4.71,2011-02-22,0,False
基础化工,化学原料,钛白粉,4,002601.SZ,龙佰集团,351.68,2.7031,14.75,2011-07-15,0,False
基础化工,化学原料,无机盐,5,603067.SS,振华股份,268.89,10.897,35.59,2016-09-13,0,False
基础化工,化学原料,无机盐,6,603663.SS,三祥新材,264.85,10.1922,44.62,2016-08-01,0,True
基础化工,化学原料,煤化工,7,000830.SZ,鲁西化工,226.23,4.1854,11.88,1998-08-07,0,False
基础化工,化学原料,纯碱,8,000683.SZ,博源化工,214.46,4.6557,5.7700000000000005,1997-01-31,0,False
基础化工,化学原料,其他化学原料,9,603938.SS,三孚股份,202.14,11.0179,52.83,2017-06-28,0,True
基础化工,化学原料,煤化工,10,600623.SS,华谊集团,181.22,1.3169,8.55,1992-12-04,0,False
基础化工,化学原料,钛白粉,11,002145.SZ,钛能化学,169.02,1.5175,4.44,2007-08-03,0,False
基础化工,化学原料,氯碱,12,601678.SS,滨化股份,143.33,6.1848,5.95,2010-02-23,0,False
基础化工,化学原料,纯碱,13,600409.SS,三友化工,131.71,2.2031,6.38,2003-06-18,0,False
基础化工,化学原料,无机盐,14,600367.SS,红星发展,124.14,17.1918,36.39,2001-03-20,0,False
基础化工,化学原料,氯碱,15,000510.SZ,新金路,116.28,7.1729,17.93,1993-05-07,0,False
基础化工,化学原料,氯碱,16,002092.SZ,中泰化学,115.65,2.8279,4.49,2006-12-08,0,False
基础化工,化学原料,煤化工,17,000990.SZ,诚志股份,109.91,2.6108,6.46,2000-07-06,0,False
基础化工,化学原料,煤化工,18,600722.SS,金牛化工,108.99,23.6069,16.02,1996-06-26,0,False
基础化工,化学原料,无机盐,19,600929.SS,雪天盐业,87.91,1.5487,5.36,2018-03-26,0,False
基础化工,化学原料,无机盐,20,600328.SS,中盐化工,83.73,1.1105,5.71,2000-12-22,0,False
基础化工,化学原料,煤化工,21,600746.SS,江苏索普,80.46,1.0882,6.890000000000001,1996-09-18,0,False
基础化工,化学原料,其他化学原料,22,600610.SS,中毅达,79.92,6.8076,7.46,1992-08-05,0,False
基础化工,化学原料,氯碱,23,600075.SS,新疆天业,78.9,1.3129,4.62,1997-06-17,0,False
基础化工,化学原料,氯碱,24,000818.SZ,航锦科技,76.82,1.5536,11.64,1997-10-17,0,False
基础化工,化学原料,煤化工,25,002274.SZ,华昌化工,56.57,3.2245,5.94,2008-09-25,0,False
基础化工,化学原料,其他化学原料,26,300082.SZ,奥克股份,56.18,1.142,8.26,2010-05-20,0,False
基础化工,化学原料,无机盐,27,600714.SS,金瑞矿业,50.52,7.3421,17.53,1996-06-06,0,False
基础化工,化学原料,其他化学原料,28,603113.SS,金能科技,41.58,2.1839,4.9,2017-05-11,0,False
基础化工,化学原料,其他化学原料,29,301190.SZ,善水科技,39.77,1.8075,18.53,2021-12-24,0,False
基础化工,化学原料,钛白粉,30,600727.SS,鲁北化工,39.64,1.1281,7.5,1996-07-02,0,False
基础化工,化学原料,其他化学原料,31,300927.SZ,江天化学,38.4,5.9816,26.6,2021-01-07,0,False
基础化工,化学原料,煤化工,32,600844.SS,金煤科技,35.38,3.193,3.48,1994-03-11,0,False
基础化工,化学原料,氯碱,33,000635.SZ,英 力 特,28.93,1.1905,7.34,1996-11-20,0,False
基础化工,化学原料,钛白粉,34,000545.SZ,金浦钛业,21.41,1.5792,2.17,1993-12-15,0,False
基础化工,化学纤维,氨纶,1,002064.SZ,华峰化学,497.74,4.744,10.03,2006-08-23,0,False
基础化工,化学纤维,其他化学纤维,2,688295.SS,中复神鹰,342.72,1.5444,38.08,2022-04-06,0,False
基础化工,化学纤维,涤纶,3,603225.SS,新凤鸣,280.48,3.3143,16.72,2017-04-18,0,True
基础化工,化学纤维,涤纶,4,603406.SS,XD天富龙,120.36,1.098,30.09,2025-08-08,0,False
基础化工,化学纤维,其他化学纤维,5,600063.SS,皖维高新,115.25,1.7429,5.57,1997-05-28,0,True
基础化工,化学纤维,粘胶,6,000949.SZ,新乡化纤,110.52,4.1513,6.67,1999-10-21,0,False
基础化工,化学纤维,其他化学纤维,7,002254.SZ,泰和新材,107.46,1.8754,12.62,2008-06-25,0,True
基础化工,化学纤维,粘胶,8,000420.SZ,吉林化纤,86.55,1.8967,3.52,1996-08-02,0,False
基础化工,化学纤维,其他化学纤维,9,300905.SZ,宝丽迪,70.91,2.0882,39.61,2020-11-05,0,False
基础化工,化学纤维,其他化学纤维,10,000782.SZ,恒申新材,53.35,1.18,7.77,1997-06-19,0,False
基础化工,化学纤维,涤纶,11,000936.SZ,华西股份,48.2,1.3714,5.44,1999-08-10,0,False
基础化工,化学纤维,涤纶,12,002427.SZ,尤夫股份,45.63,1.5796,4.63,2010-06-08,0,False
基础化工,化学纤维,涤纶,13,002998.SZ,优彩资源,26.61,1.0564,7.5,2020-09-25,0,False
基础化工,塑料,合成树脂,1,688585.SS,上纬新材,589.39,5.3385,146.12,2020-09-28,0,False
基础化工,塑料,膜材料,2,601208.SS,东材科技,548.63,28.5049,54.31,2011-05-20,0,True
基础化工,塑料,膜材料,3,300806.SZ,斯迪克,375.87,15.0184,59.31,2019-11-25,0,True
基础化工,塑料,合成树脂,4,300487.SZ,蓝晓科技,354.16,3.6243,69.56,2015-07-02,0,False
基础化工,塑料,合成树脂,5,605589.SS,圣泉集团,349.98,10.1434,41.35,2021-08-10,0,True
基础化工,塑料,改性塑料,6,600143.SS,金发科技,348.6,3.3504,13.04,2004-06-23,0,False
基础化工,塑料,膜材料,7,000973.SZ,佛塑科技,290.32,5.0392,11.81,2000-05-25,0,True
基础化工,塑料,改性塑料,8,002768.SZ,国恩股份,280.56,4.4733,64.26,2015-06-30,0,False
基础化工,塑料,膜材料,9,603435.SS,嘉德利,223.89,1.3528,48.76,2026-05-22,0,False
基础化工,塑料,膜材料,10,001359.SZ,平安电工,213.04,2.8032,88.34,2024-03-28,0,False
基础化工,塑料,其他塑料制品,11,301196.SZ,唯科科技,141.45,6.2839,86.14,2022-01-11,0,False
基础化工,塑料,膜材料,12,002585.SZ,双星新材,138.33,7.3467,12.12,2011-06-02,0,False
基础化工,塑料,改性塑料,13,002838.SZ,道恩股份,120.84,1.6351,25.26,2017-01-06,0,False
基础化工,塑料,其他塑料制品,14,301216.SZ,万凯新材,103.39,6.3228,17.82,2022-03-29,0,False
基础化工,塑料,改性塑料,15,002324.SZ,普利特,101.67,2.1469,9.14,2009-12-18,0,False
基础化工,塑料,合成树脂,16,002361.SZ,神剑股份,98.34,9.089,10.34,2010-03-03,0,False
基础化工,塑料,膜材料,17,000859.SZ,国风新材,88.34,3.7124,9.86,1998-11-19,0,False
基础化工,塑料,膜材料,18,605488.SS,福莱新材,87.93,1.9957,29.31,2021-05-13,0,False
基础化工,塑料,其他塑料制品,19,603580.SS,艾艾精工,83.41,7.7735,63.83,2017-05-25,0,False
基础化工,塑料,改性塑料,20,688669.SS,聚石化学,83.14,1.9229,68.52,2021-01-25,0,False
基础化工,塑料,其他塑料制品,21,300180.SZ,华峰超纤,76.78,2.9898,4.36,2011-02-22,0,False
基础化工,塑料,膜材料,22,301687.SZ,新广益,76.22,1.5996,51.9,2025-12-31,0,False
基础化工,塑料,其他塑料制品,23,002108.SZ,沧州明珠,73.36,1.2059,4.45,2007-01-24,0,False
基础化工,塑料,改性塑料,24,002886.SZ,沃特股份,70.01,10.8005,26.6,2017-06-27,0,False
基础化工,塑料,改性塑料,25,300221.SZ,银禧科技,69.97,2.9757,14.77,2011-05-25,0,False
基础化工,塑料,改性塑料,26,300586.SZ,美联新材,68.28,1.4572,9.6,2017-01-04,0,False
基础化工,塑料,膜材料,27,002263.SZ,大东南,61.42,1.3285,3.27,2008-07-28,0,False
基础化工,塑料,合成树脂,28,301092.SZ,争光股份,58.17,1.1505,43.24,2021-11-02,0,False
基础化工,塑料,其他塑料制品,29,603150.SS,万朗磁塑,58.05,1.821,67.91,2022-01-24,0,False
基础化工,塑料,膜材料,30,002632.SZ,道明光学,57.09,2.6568,9.14,2011-11-22,0,False
基础化工,塑料,其他塑料制品,31,300243.SZ,瑞丰高材,55.49,3.7303,19.85,2011-07-12,0,False
基础化工,塑料,膜材料,32,002522.SZ,浙江众成,54.44,2.0363,6.01,2010-12-10,0,False
基础化工,塑料,膜材料,33,688323.SS,瑞华泰,53.65,3.2307,26.77,2021-04-28,0,False
基础化工,塑料,改性塑料,34,301003.SZ,江苏博云,51.84,1.613,53.370000000000005,2021-06-01,0,False
基础化工,塑料,其他塑料制品,35,301591.SZ,肯特股份,49.84,7.1154,45.58,2024-02-28,0,False
基础化工,塑料,膜材料,36,688386.SS,泛亚微透,46.89,1.4794,47.07,2020-10-16,0,False
基础化工,塑料,合成树脂,37,603928.SS,兴业股份,41.53,1.2013,12.19,2016-12-12,0,False
基础化工,塑料,改性塑料,38,300478.SZ,杭州高新,41.32,1.0712,32.62,2015-06-10,0,False
