to_combo,direction,1w_n,1w_mean,1w_median,1w_std,1w_win,1w_p25,1w_p75,2w_n,2w_mean,2w_median,2w_std,2w_win,2w_p25,2w_p75,1m_n,1m_mean,1m_median,1m_std,1m_win,1m_p25,1m_p75,2m_n,2m_mean,2m_median,2m_std,2m_win,2m_p25,2m_p75,events
正正无,降级,11,-0.013060836065989807,-0.0159453302961275,0.10341556157107176,0.36363636363636365,-0.08719292694334545,0.02107900837390925,11,0.03377958661637703,-0.0135361216730038,0.25258236487366775,0.45454545454545453,-0.10678340535760594,0.041180740117346806,11,0.01449712866200062,-0.0784438775510204,0.2895277825890813,0.36363636363636365,-0.15181810512106636,0.08783210109060322,11,0.020040873142785437,-0.0552834149755072,0.19548823094385778,0.45454545454545453,-0.1187737412483242,0.17678597243840385,11
正正正,升级,16334,0.008899629365155898,-0.0019984894224406,0.10338662899502586,0.48591894208399655,-0.0503153320891806,0.05200441739657975,16313,0.018018791076195216,-0.001360544217687,0.14948051915266217,0.4940844725065898,-0.0647226173541963,0.0733348284368691,16290,0.02906373386688885,-0.0010947986509285,0.21230668596198615,0.4954573357888275,-0.0913664179660652,0.11208504788000881,16258,0.04821954027793232,-0.012058933328642399,0.2990613583366846,0.47484315413950057,-0.12534995758396522,0.14739546770796755,16344
正正负,升级,1494,0.002134620248201849,-0.0049120544887186,0.07501024421995593,0.46519410977242304,-0.04001481314871413,0.0340230342787808,1489,0.01303873589293581,0.0075949367088608,0.10223684106378565,0.544660846205507,-0.0367825383993533,0.0539730134932532,1482,0.027418209119768028,0.009119095106356199,0.1562763419795455,0.5492577597840755,-0.045619890291883174,0.084549249935022,1366,0.056787108390722846,0.01319866579382155,0.3125048641940817,0.5329428989751098,-0.06387887740029548,0.11858324917381777,1494
正负无,升级,7181,0.006149800221879328,-0.000684462696783,0.07073708252038621,0.4890683748781507,-0.0286493860845838,0.0308488216133357,7180,0.012214030786856159,0.0030211756115371,0.09066638656273605,0.5149025069637883,-0.037940950657398574,0.04980069408992225,7179,0.030889218911487385,0.0129629629629628,0.14135060147702164,0.5507730881738404,-0.051343666296339796,0.08862157783373856,7088,0.045122363302802004,0.013204266279837451,0.21204941699608235,0.5341422121896162,-0.07335584082381783,0.12169871918021472,7184
正负无,换挡,282,0.006116563965221396,-0.0015899447582994,0.0559562878702443,0.4858156028368794,-0.024983233913380976,0.025169075528203775,282,0.008254485505960488,0.00202650965067455,0.07572244881978335,0.5177304964539007,-0.03823949283700605,0.051771302944286626,282,0.015435277322039186,0.0059047390137402,0.12296855986035024,0.5212765957446809,-0.061735656288365325,0.07395918263351,282,0.01649725578508318,-0.00447414641935225,0.17858946054203204,0.4858156028368794,-0.09097988845900992,0.0938559828039168,282
正负无,降级,41,-0.004200990830532391,-0.0029469548133593,0.060200071058857316,0.4634146341463415,-0.0381679389312976,0.0299319727891156,41,-0.001237887690444826,-0.0087183958151701,0.08998284780843116,0.36585365853658536,-0.0367567567567568,0.0329411764705882,41,0.01901777685636266,0.0197212774451096,0.13737359098844068,0.6585365853658537,-0.0832432432432432,0.0873694207027542,41,0.02910620141924419,0.024777073962718,0.14599277377501246,0.6341463414634146,-0.0945709281961469,0.1213622291021669,41
正负正,升级,798,0.004063885473481393,-0.00380274109065205,0.08864363321810406,0.46365914786967416,-0.044392300143400704,0.040281833586233246,798,0.005596375756614138,-0.0024965051598846,0.11731650987641576,0.487468671679198,-0.05940617353990193,0.06450293045986308,797,0.010117761410774664,-0.0066666666666667,0.2550164197966455,0.47176913425345046,-0.1069958847736625,0.0792045583185541,781,0.03287760691908537,-0.0101479915433403,0.28414346357971587,0.4788732394366197,-0.1199748743718593,0.1217322834645668,798
正负正,换挡,38,0.03168785448796366,0.0208890871245911,0.08976966978531645,0.6578947368421053,-0.029748991799793,0.07516296866143007,38,0.07018073131791551,0.022719677613782602,0.17422975578863387,0.6052631578947368,-0.0472785617322062,0.13389437300142315,38,0.08256853034655968,0.0359631299866197,0.23817503353553598,0.631578947368421,-0.06915582097748485,0.16023325654105638,38,-0.007843961492784478,-0.040364993647751854,0.2309406792813059,0.42105263157894735,-0.14930521783181339,0.07054540282958799,38
正负正,降级,12,-0.014594132965965968,-0.0079589529155981,0.07015628019601769,0.4166666666666667,-0.060295367847411324,0.012450923186621676,12,-0.003606712538055013,-0.014647381548347051,0.10329400606964212,0.5,-0.06538376268540197,0.01428824035918555,12,-0.06631840379767566,-0.021226669282765252,0.10511652918260433,0.16666666666666666,-0.08618758076728618,-0.012217180706719875,12,-0.01656261474985161,-0.0509237602258259,0.1737792714701813,0.4166666666666667,-0.12992682927495022,0.14548380281690143,12
正负负,升级,3798,0.015244934615242326,0.0066425716362125495,0.07480312026292055,0.5484465508162191,-0.024533744706109126,0.0424208603896104,3798,0.024659752419570618,0.01443593718507315,0.10429233261512337,0.581621906266456,-0.029921368057378075,0.064739128570816,3798,0.052998734377068604,0.033790625289232,0.18588153868376575,0.624275934702475,-0.039830890267489025,0.11469491989437718,3662,0.05702916482620785,0.0314356552121689,0.2728653303853399,0.5871108683779356,-0.06613591112720045,0.1360149106676261,3800
正负负,换挡,134,0.01377944091487895,0.0046904091915699,0.06243657720371493,0.5671641791044776,-0.020146205527561474,0.03919970421164948,134,0.021216499461608574,0.00779839168914725,0.09027957337710545,0.5671641791044776,-0.031004569293818424,0.07151736197057781,134,0.02865612182514336,0.0083321225536695,0.1333445083772481,0.5373134328358209,-0.04686185441081048,0.08540962456457223,133,0.045507102911337194,0.0147299509001637,0.19689330157564686,0.518796992481203,-0.0820530127356089,0.1269025420352219,134
正负负,降级,89,0.011996520776995326,0.0115064990411251,0.0560296031491153,0.651685393258427,-0.0130526315789473,0.0379746835443037,89,0.01718427311172872,0.0128354725787631,0.07668287604143419,0.6179775280898876,-0.022956326987682,0.0442043222003929,89,0.05958934076793939,0.0627368421052629,0.15044642691357257,0.6629213483146067,-0.0309789343246592,0.1203703703703702,89,0.08925703046723521,0.0809426832298141,0.2012118794334705,0.6741573033707865,-0.0254360465116277,0.1679650981614207,89
负无无,升级,285,0.011750453599143292,0.0062992125984251,0.06435107940940736,0.5403508771929825,-0.0229982964224871,0.0405701754385967,281,0.024614778582348923,0.0170109356014578,0.09157914471650437,0.6120996441281139,-0.0203929370803283,0.0571428571428571,280,0.043746806281079804,0.022641446502888747,0.12799536570840325,0.6,-0.03627685871429598,0.10341283647683568,280,0.06129390999750112,0.0439975250001,0.1707466331197959,0.5964285714285714,-0.057841667939023324,0.16232343146445322,285
负无无,换挡,900,-1.9331121266753768e-05,-0.0023952198787008,0.06726702054044272,0.4688888888888889,-0.0359576651754225,0.0340734743876629,875,0.004029331499683931,-0.0027675276752766,0.09378056889638339,0.48228571428571426,-0.04316299375588545,0.047335308612810045,875,0.021081485805206673,0.0007481879822306,0.1379477061025831,0.5017142857142857,-0.05981239405567865,0.07454858564523256,871,0.04365912905825497,0.0039618208955223,0.19860680965358532,0.5177956371986223,-0.08331065142442376,0.1200743187448388,900
负无无,降级,54352,0.0020941290394374526,-0.00067552520906125,0.05986861698994275,0.48839049161024434,-0.02870700194708155,0.029175717434581052,54091,0.004739920722521614,-0.0021268368136118,0.08546012981899843,0.48191011443678244,-0.041410141351898744,0.04116902222127225,53676,0.012618505636148272,-0.0022981918821868503,0.13189782972859665,0.48725687458081823,-0.06013263208423327,0.06591174399393294,53416,0.03102723571141648,0.00075372216894725,0.20246698007064173,0.5010670960011981,-0.08242859829324972,0.10498121699634717,54651
负无正,升级,182,0.019442595010797765,0.02934580137245095,0.10773460262345416,0.7087912087912088,-0.014720291041869426,0.07743324157442268,181,0.01728186610986377,0.0124416796267496,0.12330019296308124,0.574585635359116,-0.0572625698324023,0.0764966740576496,181,0.07219693502860522,0.06,0.15857820693931934,0.6519337016574586,-0.02875,0.1687657430730476,152,0.05896663565022806,0.022750948675401797,0.28064406278903953,0.5789473684210527,-0.11491380866425996,0.17629889039009822,182
负无正,换挡,265,0.00899607886932886,0.0043763676148795,0.08625586086673058,0.539622641509434,-0.0413341518313893,0.0503472222222223,262,0.02588504690230556,0.01678395496129475,0.11012951712830761,0.5725190839694656,-0.03273293646675397,0.0829431584782844,262,0.050374770357861455,0.0135216509769072,0.2086147848556735,0.5381679389312977,-0.0503207561624894,0.10225578400725177,261,0.05315535207819112,0.0353885443268879,0.2045219515742226,0.578544061302682,-0.0735581622678399,0.1659981487195312,265
